specObjID,plate,mjd,fiberID,ra,dec,z,h_alpha_flux,h_beta_flux,oiii_5007_flux,nii_6584_flux,h_alpha_flux_err,h_beta_flux_err,oiii_5007_flux_err,nii_6584_flux_err,snMedian_g
591140095671691264,525,52295,155,198.46832,2.1325868,0.03017479,519.777,111.0155,110.3093,493.024,11.51987,6.749979,9.077731,12.38443,46.54043
594592832480634880,528,52022,428,203.95103,2.9989274,0.02177095,1944.377,461.1592,1468.227,2299.643,14.02754,7.117423,11.88882,14.25862,59.37874
596829239198640128,530,52026,372,206.92971,3.4114905,0.02350052,576.1801,148.2663,87.98524,492.7685,17.97516,10.0528,10.78843,18.94023,42.27913
603488156460804096,536,52024,21,220.98487,1.6041895,0.005746124,393.9262,115.1399,180.5671,248.0086,10.51064,6.60717,8.802274,10.44699,43.29031
1700128700739119104,1510,52992,72,40.672359,-0.009304,0.003539108,3902.069,934.2762,1108.043,2157.588,37.36034,13.34546,16.57144,20.23749,44.57211
2730317239138936832,2425,54139,36,128.40526,13.0558,0.03013951,79.37659,29.54529,57.81615,106.1553,8.021783,5.674526,6.276357,8.150808,45.60786
450519972213450752,400,51820,582,24.000636,0.66353528,0.01720634,5350.819,1102.606,200.9308,2528.586,43.94148,15.65764,11.18451,25.50047,43.99434
458390276445071360,407,51820,542,38.19761,0.67810406,0.02283115,4075.111,1402.151,5639.006,237.3731,24.12739,10.95801,33.92704,3.561013,47.93753
620486880584034304,551,51993,422,134.15391,51.920371,0.0170419,120.736,56.97929,83.72035,187.0802,7.615317,5.661163,5.809384,7.846349,48.08289
622766443166984192,553,51999,523,138.35789,52.981313,0.02522517,352.1212,130.4644,228.3233,332.0574,20.61952,12.88144,13.30641,18.24706,52.99139
635034797684582400,564,52224,99,131.66885,2.4080189,0.01324594,1695.587,501.8161,726.2908,347.2574,9.379316,4.979251,6.37971,3.577104,48.70941
2235035342581295104,1985,53431,451,191.63753,40.83102,0.02454364,206.4749,81.13014,124.4137,197.6155,17.59041,11.10102,10.89709,15.23564,46.31137
2278975126970066944,2024,53503,559,207.46073,33.621752,0.01430104,288.9024,91.42294,175.4095,311.7734,18.11338,10.72725,13.33588,19.05791,42.55444
2283472684568307712,2028,53818,537,207.31239,35.295083,0.01694665,75.80625,24.25741,51.39978,34.61781,4.228791,3.259173,5.212584,5.57368,44.20424
2179906377625921536,1936,53330,597,138.7486,29.730245,0.02116145,3547.048,538.125,264.8692,2276.76,43.28188,17.41739,19.62423,36.5602,49.75625
2188792631524354048,1944,53385,157,145.34141,28.114477,0.03300617,113.0859,26.78898,64.77869,139.0237,8.182983,5.078556,6.509678,8.845686,41.22256
2989363278909564928,2655,54184,360,179.54236,25.122255,0.01485382,493.7185,134.2236,138.9392,450.2533,15.77748,8.895057,10.05991,15.65455,42.38066
2352080280627472384,2089,53498,274,180.85658,33.780503,0.03183113,44.8114,16.9884,25.09711,32.48919,3.688581,3.024302,3.377842,3.614902,40.1131
2445531084687960064,2172,54230,278,237.59468,18.939276,0.01271675,1520.266,364.9189,86.89826,890.7112,13.62236,6.318098,5.809831,9.82767,43.80533
2446690788604667904,2173,53874,401,240.36955,22.427615,0.0324412,164.4347,58.2608,98.29977,186.419,8.547458,5.558573,5.648207,7.898178,45.7443
2519924865637574656,2238,54205,585,192.61699,27.434908,0.02138534,268.8489,68.57541,43.11588,175.2826,8.867924,5.681754,6.266128,9.099772,51.20546
2520894351979079680,2239,53726,16,193.66924,28.938672,0.008310425,1652.13,312.4524,82.57363,579.6799,16.5016,6.811764,6.506538,11.02565,49.93505
2823821077925357568,2508,53875,233,174.98463,16.95501,0.01062913,3213.838,900.9965,1455.938,559.892,27.61115,12.65985,18.72403,9.550246,43.27542
2838562516320151552,2521,54538,614,240.14901,15.685631,0.03565926,1722.139,383.0296,76.10181,729.2296,15.09132,6.597858,5.216995,9.175017,40.15767
377295799358351360,335,52000,434,188.97864,-2.3858469,0.02288939,158.8675,58.73833,136.7431,172.2631,16.67342,11.11118,12.55495,15.91649,40.97037
3133522728032692224,2783,54524,521,208.29064,24.37701,0.05647463,1702.467,361.6868,263.3925,1078.086,16.20428,6.56639,7.327333,11.84805,48.70443
412190450418477056,366,52017,404,261.46394,60.19413,0.02904564,1753.893,371.5432,100.7862,818.918,18.68263,9.262214,8.669747,13.80486,40.00169
481988545813178368,428,51883,376,32.104096,14.349565,0.01477035,1114.876,246.7487,79.03995,482.6453,14.4592,7.749166,7.867582,11.98302,48.08957
1551596775612114944,1378,53061,388,207.85573,40.213272,0.008234732,5943.062,1681.263,4670.918,1960.849,37.04133,13.63663,31.87887,12.90502,42.72038
564231471720589312,501,52235,566,151.51298,3.1097994,0.02403768,216.9138,53.39894,41.79954,156.9189,5.625008,3.45164,3.978508,5.729785,43.34885
519211687790798848,461,51910,625,54.389098,-6.5204569,0.01787659,308.2364,100.35,217.1909,463.5652,22.48995,13.60972,15.65914,23.78955,44.5401
1999772022116214784,1776,53858,632,206.70605,14.400467,0.02155878,16633.67,3754.218,4133.134,6907.328,98.18549,28.37833,31.57422,39.56104,51.28665
486414629887567872,432,51884,94,115.16371,39.233311,0.01115533,448.6612,82.7543,139.8146,577.8047,12.76327,6.473866,7.567023,13.44695,51.01591
1961444682533726208,1742,53053,462,145.46232,12.183763,0.02278803,4102.184,1132.099,360.2298,1350.743,32.12367,13.57116,8.372718,13.25937,40.44511
2106713538738284544,1871,53384,563,123.22564,55.672065,0.01176654,419.3155,110.538,216.3923,295.6513,13.97008,8.403098,10.89435,13.81443,55.81956
1874732521351047168,1665,52976,397,49.004132,42.074297,0.01786132,536.8188,91.67425,73.94783,403.2687,6.566541,3.496616,3.935688,6.573775,54.88659
1479510319209408512,1314,53050,283,180.32948,56.570196,0.04139066,116.4147,22.47028,71.68056,153.5428,5.45572,3.952294,4.613948,5.507944,40.71559
443653248780363776,394,51913,177,13.218389,-0.074382288,0.1157034,1687.322,434.6039,199.4774,639.6384,6.629254,2.970049,2.324216,3.173944,46.13205
2161793022801504256,1920,53314,237,117.23953,17.577108,0.02866235,690.3578,163.2982,291.9623,854.5138,13.31316,7.408543,8.385423,12.90852,46.72027
968330858517784576,860,52319,207,120.16732,28.476501,0.04859456,117.2535,37.83551,56.41619,178.8297,6.299795,4.45901,4.560118,6.219587,40.4701
972926267382851584,864,52320,541,130.60736,37.221036,0.01285004,898.6118,212.8167,299.7671,1274.404,23.30167,11.90911,14.78054,26.44567,43.1955
637276152372684800,566,52238,61,137.71388,2.9770886,0.02625648,92.65132,63.29774,35.96411,103.941,7.989454,6.837162,6.119605,8.220439,41.69782
654158880518989824,581,52356,40,167.68691,4.8464708,0.01934814,278.3849,68.49149,208.4687,346.3397,7.347785,4.881441,6.150431,7.808549,40.8681
1007794534257551360,895,52581,415,128.84883,42.152677,0.03423988,1502.731,417.2638,1302.814,1001.818,13.87929,7.758028,14.36515,10.94353,47.27231
837685511375054848,744,52251,58,349.18614,13.483008,0.01573885,1365.608,364.1421,338.9511,703.2765,17.91575,9.098857,10.19935,13.92277,44.55646
841205047810353152,747,52234,574,354.67168,15.954646,0.01335495,404.7256,78.9101,118.2134,468.7492,18.19933,9.678241,11.35977,19.43486,40.49452
740968343665666048,658,52146,459,15.190926,-9.185733,0.01513894,1616.085,391.7705,159.6949,760.7196,21.79016,9.853896,8.806551,15.21799,40.20075
1146172197308491776,1018,52672,22,183.54057,54.525971,0.008550107,16598.63,3270.262,2749.29,7289.781,130.084,28.54061,26.80344,47.36082,51.05294
2723682236221122560,2419,54139,474,120.47549,9.6258614,0.01571756,85.25519,27.05825,52.67744,133.4168,4.843891,3.288701,4.293106,5.776277,41.00605
811785415085287424,721,52228,42,338.39169,-10.182684,0.03217424,95.40961,43.52632,46.46917,99.09053,5.993533,4.440342,4.422127,5.745997,45.39028
2821616837089847296,2506,54179,406,174.81748,20.427644,0.02581372,136.318,51.23298,81.0508,155.2486,8.123918,5.592076,6.280461,8.314696,40.85309
2821665215601469440,2506,54179,582,176.26618,19.973681,0.01688305,506.8439,123.3301,294.2163,909.3129,19.27263,10.56438,12.22756,20.26717,48.81511
2844058975685601280,2526,54582,130,242.39871,8.9567023,0.0157341,138.7333,28.08064,80.75883,135.7143,6.761836,4.036507,6.192713,8.022085,48.18432
1611268370005518336,1431,52992,384,158.78579,45.084639,0.02504921,110.4646,34.32082,67.18091,172.5343,9.459357,6.139626,7.464637,10.75038,44.39035
3089555177955420160,2744,54272,312,209.76168,15.56574,0.02558989,788.512,137.9081,87.3298,571.8261,17.80889,9.219748,8.842058,16.29942,44.07492
1551583856350488576,1378,53061,341,207.23363,39.985185,0.008852479,659.0656,232.1178,459.0843,1049.085,25.26219,14.34995,15.99958,25.93456,54.75932
582208758172641280,517,52024,431,181.33693,2.5342707,0.02168219,682.2465,169.2189,49.95271,279.9547,7.532054,4.161956,3.959733,5.6551,43.08738
3243869989505099776,2881,54502,554,176.02045,60.119787,0.00814971,448.3108,141.8775,536.6819,586.8164,13.88313,8.947906,12.36284,13.80484,51.35434
532582024381229056,473,51929,114,140.29293,1.4727391,0.01633252,112.7137,35.5944,130.5701,63.12643,3.65704,3.260782,4.561821,3.548274,44.6551
506734704683149312,450,51908,290,135.25387,54.667387,0.04644496,2087.071,421.1026,74.01881,851.6698,10.89463,4.124183,2.988065,5.268866,40.69488
506794902944770048,450,51908,509,137.01931,55.692747,0.04550579,96.73683,20.21087,52.9028,81.42072,4.77291,3.20072,3.681453,4.363332,43.51185
873804744366254080,776,52319,387,173.11709,62.50731,0.01208446,210.4958,56.22433,104.7734,246.3037,10.46679,6.157761,7.689673,11.51325,41.62761
1848782400000124928,1642,53115,199,210.45505,37.009403,0.01210453,240.4028,56.17383,142.616,329.9475,15.95634,9.164036,12.70731,18.14823,44.26974
594596955649239040,528,52022,443,204.0883,3.3308849,0.02287915,532.2633,151.3136,258.7959,690.7801,12.75326,7.884582,8.354719,12.43176,60.44987
606879599959238656,539,52017,71,226.62153,1.6058165,0.005658905,298.2502,136.8257,102.8968,321.0902,12.67284,8.778969,7.55042,11.1828,67.06934
610322445341059072,542,51993,308,115.13991,34.230137,0.01511841,1410.137,423.8577,297.5076,362.0918,6.977862,3.487556,3.246636,2.515373,41.26939
614897516781004800,546,52205,568,124.08283,43.447637,0.02419825,96.0279,31.05786,102.4244,95.61901,8.490808,6.030246,7.533648,8.456496,43.60395
1473938539203815424,1309,52762,493,172.5149,57.308173,0.03610696,2975.852,710.8599,1149.665,2133.057,20.57151,8.839412,12.16531,15.20225,45.19763
315350407251519488,280,51612,358,169.64924,0.41976742,0.02502942,4352.196,1254.602,577.4553,2210.942,30.3789,12.96628,9.778317,15.41041,45.95662
323137705250678784,287,52023,16,184.15212,-0.95593345,0.04008595,116.7162,30.09818,34.37462,134.4464,7.21773,4.833462,5.43385,7.215703,42.54089
1019076074354534400,905,52643,497,158.13282,54.401044,0.004795756,2.757685E+07,14679.14,24484.28,9508.756,5015422,112.6917,183.873,69.9006,51.36215
650862819251611648,578,52339,337,159.88276,5.1076167,0.02713462,2519.285,519.1756,173.1686,1085.802,23.73338,10.19003,9.93855,16.1226,48.58938
2497393666834851840,2218,53816,537,172.4226,28.25983,0.03271907,3397.34,451.0143,106.7201,2429.063,25.90174,7.381761,6.314855,18.64248,41.73495
2482676428433287168,2205,53793,244,241.30363,20.542396,0.01562494,7346.167,2032.06,1502.679,1604.599,48.49504,17.43795,15.70651,12.49809,49.20567
1184600674998970368,1052,52466,560,234.3053,43.298317,0.01913273,988.1898,207.0633,150.7026,435.4819,13.08463,6.765995,7.018599,9.843412,40.28231
1787953565944276992,1588,52965,89,131.7788,28.236559,0.02115176,109.7757,36.53101,52.93981,117.3895,6.370201,4.543607,5.313114,6.900848,42.25945
2837419024999016448,2520,54584,550,238.34657,11.959181,0.0351228,268.0405,49.00265,43.00637,288.0701,4.32071,2.728436,2.930435,4.455398,47.86407
1615761249461626880,1435,52996,345,162.58997,41.464025,0.02376404,5290.103,857.9213,166.6609,2642.285,43.38441,13.37706,10.30716,25.41251,40.46906
1889262025423480832,1678,53433,7,231.53313,41.676068,0.008783102,13217.05,1765.048,460.6145,7286.8,83.03453,16.86514,11.16153,43.97903,46.32167
2946621418982369280,2617,54502,514,197.50128,19.718346,0.0124378,2613.398,830.3254,4497.978,594.0681,21.6901,10.15631,31.80867,8.519777,44.57043
556216851219113984,494,51915,81,188.00639,66.332603,0.007624261,342.1269,157.5915,235.1591,294.4908,13.30165,9.297646,9.522824,11.95706,63.08143
523602037720508416,465,51910,213,61.561342,-5.6519007,0.01609047,2591.967,645.3887,107.8025,1103.613,17.61464,7.371283,5.028214,9.833292,46.51383
483129837825845248,429,51820,432,26.39059,14.025961,0.0443843,277.9914,70.29011,56.18512,154.0647,3.543074,2.298239,2.610944,3.282947,40.69052
488692543119190016,434,51885,189,116.78712,42.078714,0.02827787,130.481,17.38739,58.76058,200.1721,5.152497,3.216843,4.437449,6.268398,42.75353
1874777051571972096,1665,52976,559,50.392521,41.50615,0.02404649,188.103,38.51067,87.45499,316.6233,6.299037,4.266788,4.973968,7.05878,55.90546
609240250450995200,541,51959,467,114.60303,33.151109,0.0160868,790.5424,242.2523,241.8594,203.454,4.626496,2.533002,2.748705,2.026813,43.17378
635068882545043456,564,52224,223,130.67894,2.8731858,0.05002489,2626.005,722.3129,420.6646,818.2651,13.1895,5.343303,4.338656,4.812933,41.16861
637389402070345728,566,52238,473,136.01544,3.5847232,0.02667429,732.0427,163.8732,77.93363,391.319,8.922319,4.863611,4.808287,7.391785,47.37857
2267568242866284544,2014,53460,21,209.21257,37.797243,0.009957088,198.8465,77.32465,176.1196,158.6986,10.21531,7.190367,8.855347,9.75288,42.41729
737593118114736128,655,52162,468,9.8991221,-9.194524,0.01632576,2447.538,413.0907,71.53233,901.051,16.74028,5.732159,4.42959,8.385711,40.069
2990493856773990400,2656,54484,377,181.78841,25.640705,0.0477554,1205.747,207.4138,43.85452,460.9834,11.55123,5.138577,4.821239,8.241459,41.38126
2993784970188711936,2659,54498,62,189.15859,24.428774,0.02308873,1254.072,238.2069,97.21776,668.8825,12.4472,5.577919,5.495128,9.352262,42.48067
1168695418142353408,1038,52673,41,192.81884,53.696295,0.01617123,79.53973,62.69567,88.35518,110.3566,14.02777,11.20786,16.11237,19.73308,41.34274
946910998558697472,841,52375,106,180.59567,4.3298165,0.02142312,1785.013,434.1843,373.0042,1784.927,25.71947,12.4641,13.75465,25.49698,41.35533
1946797002134153216,1729,53858,422,240.54847,7.0861016,0.008853728,4642.195,942.5247,508.5398,1545.731,31.29281,9.618112,7.684999,12.63628,40.6962
2738278526498138112,2432,54052,327,134.34833,17.288018,0.02054417,1707.561,489.765,299.8898,457.9409,11.47388,5.665963,5.288089,4.885387,49.243
2743984163790022656,2437,53848,604,139.00737,17.820694,0.02873059,1600.542,384.416,146.4403,1010.898,21.87453,10.26239,9.583362,17.68142,41.70083
2793418210567809024,2481,54086,220,162.30058,22.015976,0.02546069,255.7835,79.38587,134.8342,251.4209,13.50608,8.331677,8.547001,12.06145,49.06459
2795621353066096640,2483,53852,43,163.97351,15.340978,0.09200521,1155.597,350.8303,1579.43,571.5577,13.02389,9.231826,18.39284,9.364457,41.54623
3112113587557001216,2764,54535,459,223.83258,16.506121,0.02067255,169.3528,46.25677,96.38228,166.5213,10.35853,6.14552,8.200092,11.04047,43.72626
2016528586168625152,1791,54266,152,193.46177,9.7096608,0.009522244,6869.823,1590.361,217.0428,2560.177,47.78219,14.42586,7.092489,18.32105,46.15658
726318726571386880,645,52203,412,349.76992,-8.4850928,0.007385225,160.9377,73.58406,73.53647,128.2608,18.33643,12.34883,14.36114,20.08769,44.74942
1628173912514783232,1446,53080,446,177.94842,48.683136,0.003242584,6989.356,2189.936,1210.058,3413.577,66.4625,27.31945,22.51457,36.16414,44.36356
346829700871514112,308,51662,191,221.54637,-0.22296552,0.005535014,803.5585,216.1277,345.8728,853.2526,18.82164,10.43738,13.29151,19.40937,49.09877
2909466166445500416,2584,54153,512,149.47268,14.92547,0.029548,236.7975,60.84628,158.3275,395.7206,14.74898,8.675361,10.1631,15.3946,40.4723
1554946988011710464,1381,53089,288,215.61974,37.122197,0.01060561,321.0331,105.3172,316.4471,328.1498,15.83535,9.79029,13.37786,16.19197,42.22705
526925036771108864,468,51912,14,134.07802,-0.44150027,0.01269793,913.3909,238.1575,339.3191,364.3384,9.496537,5.450875,7.277126,6.336511,40.65216
552954050916673536,491,51942,499,171.11331,66.980725,0.05477645,61.2093,16.2377,39.83118,59.37041,4.106027,2.878766,3.373856,3.890666,41.63807
3347440962677794816,2973,54591,511,259.49877,33.33445,0.01508707,6263.582,1815.981,4630.146,786.9276,40.88177,16.68585,36.21067,9.005047,42.68564
511315545002371072,454,51908,571,37.517543,-7.6691354,0.03134392,2319.945,379.5331,131.0208,1099.545,13.88994,4.916533,4.169468,8.316034,42.02795
854639156091971584,759,52254,295,121.92081,39.004246,0.02334527,4484.596,1124.234,2533.271,5424.823,45.4299,20.35288,34.36806,44.58119,40.80416
867004539205609472,770,52282,224,149.2526,59.968878,0.03099926,4815.82,1184.96,285.2198,2125.447,42.02757,14.68531,9.87205,20.57187,45.02705
871556517411710976,774,52286,400,164.78754,61.53064,0.007046335,7645.03,1454.864,165.9937,3082.557,49.26654,12.99243,5.398224,20.6871,43.74839
1490802579142109184,1324,53088,404,210.54917,55.814027,0.005989655,802.7048,208.1822,518.0255,1283.605,17.9275,9.073393,13.1363,20.33941,41.84546
313129123717343232,278,51900,469,167.2324,0.44480423,0.01290247,10285.94,3250.791,6074.062,1743.394,80.75294,29.74171,54.65727,16.68957,44.0123
459528545874503680,408,51821,587,40.880457,0.30682106,0.0266695,313.6648,66.30856,118.9922,444.3672,12.45674,7.163455,8.24458,12.99403,42.27116
1071924646573533184,952,52409,247,172.12829,58.561843,0.009989776,14658.14,3131.999,3576.736,6027.313,113.2659,33.01151,39.99513,43.51908,56.39942
1029194606295672832,914,52721,444,208.55939,-1.4364804,0.02419563,214.9987,67.71734,71.71195,216.733,12.84714,8.08779,8.457321,12.67977,43.70085
2559271980427667456,2273,53709,369,125.87522,18.749433,0.02658832,211.0105,53.41529,137.6838,387.6001,17.59191,10.38837,12.32706,18.91314,46.26216
2581864195951716352,2293,53730,639,144.31332,23.590611,0.02514863,167.6142,54.23932,80.87791,272.1594,9.317169,6.200114,6.350742,9.759957,44.29716
637379506465695744,566,52238,437,135.9163,3.369799,0.01239375,88.22795,38.45169,61.03,84.88641,6.07923,4.324553,5.052911,6.283986,50.13162
2241827301035632640,1991,53446,584,179.38222,32.341713,0.01097253,18303.38,6055.725,18090.39,1406.264,117.55,48.2534,126.3938,13.22645,41.6539
2179902529335224320,1936,53330,583,138.64306,30.14085,0.02285773,854.4304,148.1255,124.6991,658.5085,20.11884,9.36533,10.05816,18.8017,42.9663
1178913180705908736,1047,52733,349,218.19521,49.457884,0.006993681,539.2323,108.1283,52.71618,281.6805,16.47119,8.183214,9.253469,16.29306,41.73787
2663960881091602432,2366,53741,297,155.10063,21.356285,0.01913544,82.03693,27.46729,49.40434,162.226,4.828684,3.49195,5.719398,6.982803,40.31528
2446726797610477568,2173,53874,532,240.76515,21.697465,0.03431875,23.5131,13.37025,37.99915,32.91954,2.183218,2.110097,3.637716,2.946197,42.54546
954784056501889024,848,52669,76,194.58816,4.8856531,0.03617426,5445.538,1503.791,185.2964,3524.158,40.89663,18.19884,10.56838,25.58188,40.37284
2923967626612860928,2597,54231,20,186.35588,16.469525,0.005708575,20515.44,5045.405,5955.773,3280.528,167.3524,46.65491,61.29473,33.42966,48.17671
2937625489285605376,2609,54476,555,182.79236,20.175672,0.00816645,198.5811,64.67158,101.2242,200.3587,7.109439,4.012856,5.168997,7.43365,53.20398
2523303939143657472,2241,54169,590,195.17815,27.971266,0.02125549,204.4795,67.97672,33.23483,154.8549,10.56487,6.458127,6.573729,10.79103,43.35199
2808024949141301248,2494,54174,111,170.72757,16.590032,0.005007528,2757.45,547.9821,1056.125,1791.251,36.38517,14.16848,20.98259,29.00412,45.32088
1792555572281763840,1592,52990,447,139.99109,33.927431,0.0243076,323.3768,76.73728,50.58071,248.5654,12.75683,7.250838,7.435511,12.41647,48.79506
3161608927930509312,2808,54524,298,255.22329,27.724662,0.03365843,517.2263,128.47,64.46188,252.1562,5.940312,3.946022,3.994913,5.156324,44.71756
3118861564875139072,2770,54510,432,208.7955,21.326446,0.02862466,2901.117,794.4638,240.6829,1352.651,20.71178,8.012039,4.908908,10.121,40.52968
403172252708792320,358,51818,364,262.09932,57.545419,0.02854834,6157.592,1590.645,1747.754,1430.799,40.9006,14.55834,16.27293,11.60389,41.28757
2968034675764783104,2636,54082,591,36.505206,1.0180891,0.02305673,356.2196,93.16865,348.8553,398.4602,3.748603,2.299038,3.58433,3.813112,66.91534
715116626256619520,635,52145,619,313.14765,-5.7111226,0.01991274,282.2922,73.39268,163.7771,495.9596,12.9626,7.706785,9.25968,14.38968,40.32975
483071013953759232,429,51820,218,26.746457,13.125112,0.01836346,415.9179,91.89371,97.33463,423.598,6.63141,3.902649,4.65392,7.05759,47.96472
1809324500555163648,1607,53083,12,175.24482,11.471141,0.003304078,648.4594,124.7513,49.7016,355.0991,16.02807,8.169328,9.743106,15.60461,40.97489
609271861410293760,541,51959,582,115.50973,33.207845,0.06117989,854.0805,201.9345,70.26254,405.7342,6.038965,2.987208,2.696149,3.939336,41.84397
2289055998876346368,2033,53476,369,207.75093,36.954416,0.01744689,182.1016,65.13222,146.4873,190.237,15.64808,10.03918,12.44784,16.00034,43.58186
443670291210594304,394,51913,239,12.768132,-0.13458152,0.04436072,53.98677,21.10448,30.93767,64.37,2.442753,1.982137,2.146808,2.584777,48.7465
443771446280349696,394,51913,607,13.940423,0.70842512,0.06455159,783.5665,163.4442,27.50988,241.2939,3.817041,1.955686,1.66426,2.235625,42.04033
2376877016092796928,2111,53467,372,168.84137,35.502015,0.02122157,175.6071,73.25039,90.28316,183.9544,12.96151,8.57451,8.763405,12.45023,41.21021
640704979820111872,569,52264,247,143.17625,2.5335992,0.05097429,1360.418,382.542,47.88549,860.1495,8.805631,5.033506,3.632066,6.136675,42.29668
2232682113004496896,1983,53442,82,164.94283,33.391844,0.006129883,2749.054,811.5004,1355.455,568.36,25.41222,12.39781,19.13052,10.35114,40.68858
2434361695431321600,2162,54207,604,234.11572,22.500489,0.01436343,108.2877,36.86814,182.1907,80.96869,10.96628,7.314991,11.07758,11.38652,40.37806
2662796498244233216,2365,53739,157,154.41069,21.68825,0.004130439,2984.619,609.4386,2246.079,2356.225,28.87967,10.66717,22.57477,23.95648,50.13234
1468201016527710208,1304,52993,100,144.64356,8.8878996,0.01076986,253.9137,55.69787,145.0347,190.2814,6.799811,4.166041,5.896478,6.799603,43.9871
2526679158688344064,2244,53795,581,201.71365,26.591242,0.02347278,9020.701,2298.977,1971.623,3308.57,64.37395,25.14126,25.56155,28.09887,42.45036
1794840082599929856,1594,52992,566,145.8298,36.247822,0.02233646,1279.977,338.0573,583.4297,1083.899,16.90188,9.075186,10.59895,14.7817,44.31792
3100880147184642048,2754,54240,552,233.84672,12.047599,0.006050629,351.6455,90.22186,277.4959,326.3254,7.146495,4.395533,6.840522,7.374888,43.3134
3105367533763454976,2758,54523,493,213.07011,18.29946,0.01676689,88.84267,32.13317,98.09519,111.2692,4.425457,3.164891,4.141338,4.641528,49.74385
2838536952674805760,2521,54538,521,239.37787,15.956055,0.01581164,302.042,92.60195,189.8469,342.1635,20.42016,11.46894,13.9199,21.16764,52.18459
2021061876653254656,1795,54507,260,196.91422,6.3359456,0.02385031,750.1812,178.3177,101.1132,444.3834,14.28848,7.461333,7.628997,11.51196,41.65633
1631521926025340928,1449,53116,338,180.71116,48.636205,0.01143953,648.8548,149.9664,59.03924,354.0648,12.00667,6.254695,6.789708,10.72542,40.14851
3092903465085593600,2747,54233,205,217.24263,13.861881,0.01756326,226.066,63.33828,106.757,352.0308,16.01893,8.972003,10.89982,17.43773,48.4756
564176496139200512,501,52235,366,150.52933,3.0576861,0.02335178,2483.975,629.8487,1802.648,1633.201,21.24338,9.47629,16.44949,15.92884,44.71313
518083314217674752,460,51924,616,51.355674,-6.1438697,0.03441372,6739.811,1431.115,7779.582,6227.765,54.31185,19.4544,53.37931,45.433,52.15972
551840795175446528,490,51929,545,166.6831,66.852697,0.0329846,650.0021,94.12143,39.28075,287.2296,6.961029,3.151163,3.327757,5.641889,42.67331
1874781174740576256,1665,52976,574,50.723901,42.553193,0.02200905,111.9505,41.11842,41.38725,91.13499,3.547857,3.426552,3.848918,3.856897,40.74423
593355887268096000,527,52342,24,203.12818,1.8477112,0.01090969,4047.246,1035.821,259.5525,2067.57,36.36744,13.81405,9.704054,19.29077,46.49166
1481776683190085632,1316,52790,336,186.00843,58.385204,0.01493381,339.6618,103.3108,201.4387,293.2003,16.19833,10.25643,12.18236,15.66527,40.01116
439212870853486592,390,51900,407,5.1074239,0.82635002,0.01692081,2517.918,505.3761,82.27954,957.5192,11.96956,4.637402,3.270447,5.976246,50.32042
439272794237200384,390,51900,625,6.7043845,0.038119636,0.04461263,87.25851,25.34258,43.62145,121.3354,3.983799,3.088897,3.485669,4.194317,40.52324
441494905441773568,392,51793,517,9.3992204,0.28068526,0.03490481,3303.951,736.6923,1796.376,2371.508,30.03782,11.97043,20.85633,22.74912,41.71866
443619163919902720,394,51913,53,13.566362,-1.2393053,0.04502115,54.16376,20.03215,19.07298,72.97021,2.635852,2.150571,2.042859,2.552143,43.68419
457136284373116928,406,51876,76,36.887194,-0.2445267,0.02102434,130.3978,80.11588,250.4309,167.134,18.34091,13.17024,21.45905,25.20164,48.70928
2394906264585922560,2127,53859,426,213.56325,26.747621,0.03486151,2076.596,508.3492,5256.093,2522.573,27.93225,14.17074,48.16209,27.99797,44.4516
2193289359254382592,1948,53388,132,149.38691,33.61973,0.004867923,10434.5,3191.568,14971.08,575.1768,84.9646,26.70438,110.4852,8.249805,43.06664
2358855745753081856,2095,53474,347,179.40361,32.277617,0.01027946,3538.996,788.1033,844.5275,3200.918,45.47305,18.41108,22.08966,42.40879,44.83304
1918634924525512704,1704,53178,369,210.64253,14.552544,0.01346012,197.6694,71.17275,145.5356,177.0869,12.34319,8.133725,10.59037,12.69388,58.89467
1356735545941714944,1205,52670,95,120.86694,25.102666,0.02756824,4344.326,968.8214,704.2949,1926.079,36.43396,13.62801,14.09209,19.39206,40.4968
2445499748606568448,2172,54230,164,238.78309,19.192391,0.03584296,4664.218,1389.635,1908.021,2376.142,26.9296,12.91928,16.0579,15.27851,47.06741
2788978931900901376,2477,54058,454,160.54606,23.746736,0.01160644,88.25185,26.90616,38.96968,101.0841,7.090065,4.357965,6.802721,9.705183,41.06866
2832899751576365056,2516,54241,493,235.62603,11.60379,0.03467581,1877.448,417.0417,68.05516,710.3118,14.39349,5.422904,3.685617,7.285473,40.20161
369455461549762560,328,52282,583,176.34333,-1.876723,0.02700159,49.43196,19.54442,42.79592,34.58287,3.769031,2.96475,3.335696,3.326279,48.1039
399702743264028672,355,51788,30,261.1284,56.909717,0.03058838,337.1686,103.394,100.043,291.1169,10.84846,6.983674,7.734797,10.31517,40.23625
1895048205414983680,1683,53436,577,243.60905,35.109157,0.03323884,289.6988,108.8966,105.7228,433.0215,20.99539,12.76814,11.55436,19.65799,44.80808
3087382267446716416,2742,54233,599,208.05383,16.519877,0.02178995,81.65417,39.62777,63.36956,78.99485,8.147587,5.998344,7.235195,8.698913,41.89098
577690589429000192,513,51989,378,173.69272,2.9210337,0.02875262,5056.438,1376.924,582.5078,2650.44,26.81072,10.50892,7.232353,13.57479,45.14853
