plate,mjd,fiberid,z,ra,dec,h_alpha_flux,h_beta_flux,oiii_5007_flux,nii_6584_flux,oi_6300_flux,sii_6717_flux,sii_6731_flux,h_alpha_eqw
363,51989,427,0.08675857,232.81477,0.31289046,779.0958,176.9506,82.522,448.435,40.46005,177.1111,145.4846,-23.82728
363,51989,437,0.08010244,232.78334,0.32351965,31.30502,8.924618,16.99996,21.49995,7.824707,3.774032,5.627059,-0.9694637
363,51989,565,0.03730001,233.26021,1.2017845,102.9039,33.81784,38.9399,22.34271,6.15569,27.77695,19.65108,-16.52685
364,52000,257,0.09143206,245.98837,-0.64112496,19.44229,5.562826,11.75779,8.530601,5.03161,4.55707,5.443105,-0.925537
364,52000,418,0.05713774,246.16842,0.81565189,170.302,42.68296,35.21745,97.97817,6.788673,37.35229,27.94681,-4.54335
364,52000,472,0.08088717,246.15355,0.15346637,38.69812,13.28454,12.48662,45.4355,2.730001,19.27464,11.954,-2.139117
364,52000,589,0.1638081,247.29503,0.29833222,6.676207,2.803031,7.836756,14.94522,0.6665284,7.133192,7.787057,-0.5621215
366,52017,62,0.01139861,263.63539,58.230176,405.8698,108.016,95.98271,88.63907,9.83187,99.82925,63.06808,-29.92882
366,52017,314,0.07970233,260.45337,58.625379,78.69675,12.11689,8.205171,39.05332,1.013149,14.20828,7.737177,-7.361774
366,52017,444,0.155217,261.79635,59.347034,40.7477,10.95838,15.71474,40.22395,1.852402,12.05875,9.552078,-2.339541
366,52017,471,0.02923588,261.28488,58.764701,47.53817,15.64742,22.7218,39.34139,2.74498,22.06181,12.72212,-1.647326
367,51997,151,0.02933108,261.22375,55.115607,107.4409,32.41526,72.91236,10.65292,2.013409,14.6311,9.964578,-24.57186
367,51997,219,0.06189569,259.98699,54.290348,84.58256,22.59229,13.63265,43.46121,5.451755,12.92131,8.028819,-2.349056
367,51997,221,0.1073618,259.67174,55.115235,36.7316,4.407715,5.582983,23.98208,4.752125,6.59608,6.116147,-3.488483
367,51997,223,0.07256214,259.96498,55.449994,172.5997,34.72289,5.967379,83.08282,3.289785,29.58769,20.73271,-27.79307
367,51997,265,0.06224808,259.31991,55.581203,174.1662,38.67348,11.47764,62.71502,3.371069,30.66183,17.73137,-14.14192
367,51997,579,0.07347347,260.8185,56.45395,122.7725,31.359,10.64707,47.4054,0.6393849,22.45188,15.64079,-17.94153
371,52078,236,0.02761503,327.54833,-0.66162025,98.27242,34.25993,21.39719,24.471,4.9656,30.82919,18.62205,-11.51934
371,52078,291,0.1591466,327.1288,-1.2537448,192.0918,39.48027,288.582,271.3923,47.76597,80.08383,79.22757,-11.34347
371,52078,300,0.09073907,327.03328,-0.78895067,336.5172,67.44286,15.6105,120.1133,10.63174,41.83178,31.32238,-18.54295
371,52078,542,0.2144623,328.51372,0.16402774,358.8596,69.47178,65.88068,161.2111,8.649422,47.21016,40.27011,-33.96127
371,52078,575,0.120673,328.62935,0.97874167,84.07985,17.24203,6.765064,40.30212,4.19351,16.04141,8.818412,-6.358781
371,52078,577,0.06732776,328.49658,0.88098475,35.74477,11.3637,34.36267,57.06778,2.806629,6.161543,6.825574,-0.5925587
371,52078,619,0.02692756,329.02512,0.86634806,799.6961,199.2148,34.03559,279.2406,16.64234,135.5787,100.9896,-38.52315
372,52173,29,0.1265214,330.76991,-0.34022399,132.7057,29.0346,17.28139,43.79999,5.650846,26.4831,12.85554,-19.64383
372,52173,267,0.05331298,328.86499,-0.53384068,103.0865,28.05597,8.905491,38.68792,2.73772,17.41573,12.47939,-8.504797
372,52173,571,0.09983242,330.24252,0.70458355,272.0696,75.71981,49.22692,78.82485,6.520254,58.18233,46.79549,-43.89769
373,51788,9,0.08095069,332.77215,-0.80202156,365.0592,88.91996,32.06481,184.7204,11.3488,63.80677,47.53695,-20.56524
373,51788,108,0.1409138,332.38103,-0.50726082,51.85878,18.46832,22.15657,49.00143,6.316101,17.68624,19.58931,-2.889184
373,51788,304,0.106074,330.87706,-0.18678563,150.6929,35.05511,19.3217,87.37123,14.46992,44.25306,23.42175,-8.029947
373,51788,339,0.1514459,330.58909,0.743032,225.7782,52.36331,36.08677,61.62271,9.43625,47.12609,19.22879,-34.76801
373,51788,471,0.085099,331.69766,0.46905688,62.35518,18.2427,11.93531,28.76746,1.42143,21.00609,8.460652,-4.307456
373,51788,505,0.09401152,332.16554,0.4557599,275.9796,57.10158,23.8264,91.35268,11.60462,55.74859,37.36174,-30.44753
374,51791,479,0.0908851,333.36118,0.028082012,274.7091,58.44476,16.8737,93.55958,3.330789,49.22015,26.6325,-15.37288
375,52140,161,0.1315501,336.08499,-0.40316277,28.54258,2.729065,9.323509,33.9222,1.950618,10.22196,15.66345,-1.423833
375,52140,268,0.1141337,334.64121,-0.68799708,71.88549,17.39654,64.69327,23.15849,5.299409,14.00283,7.966408,-10.95148
375,52140,359,0.1745542,334.32139,0.49666974,195.4928,43.19892,11.16458,67.97572,1.729203,20.92761,20.69319,-69.2664
375,52140,403,0.09589787,335.59281,0.75135795,63.3579,8.296313,13.51267,42.37402,5.272279,8.346448,10.6339,-4.082307
375,52140,464,0.2908174,335.6495,0.48962782,108.1815,23.68956,9.566872,62.78266,8.159534,189.24,16.1915,-22.87599
278,51900,195,0.1397402,167.33032,-0.20981103,183.9411,43.29939,16.42868,61.42933,3.757273,38.33409,28.81424,-23.89964
278,51900,476,0.08169953,167.23481,0.70080277,292.6262,67.7846,22.50936,99.6357,9.697305,60.50934,34.92803,-26.86651
278,51900,515,0.1840491,167.71338,0.36902207,21.66758,6.46642,7.894161,26.70343,2.058801,8.387505,11.47343,-1.782721
278,51900,541,0.09890851,167.98764,0.64005771,19.77048,6.310229,6.279029,20.74596,1.299952,2.514861,6.938008,-1.343112
279,51984,104,0.2182891,169.67746,-0.67229723,43.6821,15.24738,9.522848,23.55459,3.006296,6.407849,8.034385,-12.31812
279,51984,147,0.1087765,169.23747,-0.26520499,30.47469,4.29933,4.38427,14.70901,2.29195,5.710216,2.900081,-0.6965672
279,51984,167,0.07647002,168.8123,-0.39123593,270.1181,78.63138,70.85499,57.80986,6.784811,49.12487,31.80085,-52.41787
279,51984,177,0.03955206,168.96645,-0.077578294,154.3612,28.48454,17.40991,78.76434,8.29602,32.86291,24.72744,-20.24663
279,51984,566,0.05137878,169.5464,0.93275779,101.2624,32.82388,39.30258,20.42858,3.031953,26.13864,18.7988,-18.5591
279,51984,580,0.06382966,169.64241,1.0847144,93.51246,21.12837,13.84846,47.97721,5.646049,21.78893,15.88924,-6.401092
279,51984,621,0.04036539,170.20179,0.58059559,260.7536,50.60481,12.62256,89.98528,4.779485,31.90583,20.99794,-11.01307
280,51612,82,0.008394149,170.82587,-0.9224747,998.6539,263.6267,358.4447,162.904,30.19349,180.802,126.3506,-89.43549
280,51612,443,0.07800261,170.7111,0.95117355,601.1815,106.8713,20.78332,211.7154,16.38192,83.37852,63.87324,-41.70819
281,51614,20,0.104152,172.6616,-0.84158881,200.3168,48.68658,14.37765,71.11761,7.911069,38.22884,29.89422,-21.81085
281,51614,42,0.1154942,172.41546,-1.0372453,109.3071,23.13388,26.57013,40.58781,6.709249,27.55617,18.13798,-7.140523
281,51614,167,0.06149595,171.96344,-0.47013514,362.6781,70.51787,25.58474,136.9149,11.29014,64.38874,46.44042,-15.39355
281,51614,190,0.06118974,171.86041,-0.309742,55.20605,13.06479,7.653102,17.03963,1.420543,14.10403,12.34025,-12.52881
281,51614,265,0.0241823,170.87001,-0.30762096,166.768,46.39161,94.58975,12.74958,4.346714,26.92683,20.88044,-45.26707
281,51614,275,0.06794276,170.9453,0.093367314,63.27872,14.48572,5.573643,19.71185,2.318483,15.59701,10.97634,-9.145468
281,51614,303,0.08981428,170.72866,-0.20218819,92.55889,22.38347,8.818864,58.11518,5.680606,23.67909,14.07884,-4.010625
281,51614,534,0.06142393,172.23266,0.74132066,35.03484,10.02363,23.53985,41.71929,5.107597,22.71577,7.074908,-1.408577
281,51614,543,0.07232104,172.68001,0.68049906,35.31733,12.37628,5.591895,15.87519,0.9636178,8.188672,5.896618,-9.996863
281,51614,553,0.130971,172.62125,0.4217435,150.8525,27.21835,10.03141,81.43344,4.950394,26.08611,19.76129,-16.50497
282,51658,118,0.1185552,174.63925,-0.055442763,20.02027,5.592676,4.98176,18.67262,2.270937,5.491522,4.598919,-1.977659
282,51658,291,0.06920329,172.83271,-0.81813648,159.5384,31.6085,10.25601,54.53405,5.137648,23.49547,17.53909,-18.04603
282,51658,533,0.1284196,173.93599,1.0139568,203.1047,36.12406,40.7376,112.021,9.008775,41.92978,33.48314,-16.90423
282,51658,573,0.1337567,174.35494,0.93599746,238.8203,62.58519,49.24246,56.88906,9.311053,50.09038,37.05957,-54.96331
283,51959,35,0.08277926,177.32946,-0.20649387,46.83087,14.92578,4.827558,20.21106,1.914153,10.38229,9.407278,-6.767348
283,51959,137,0.07743315,176.17045,-1.1541552,13.49696,4.128428,6.088557,11.12838,3.844822,4.354123,1.990909,-1.242384
283,51959,149,0.08045099,176.65516,-0.53203016,64.36071,19.9399,12.26904,16.16979,2.72257,21.17879,13.19557,-11.96945
283,51959,300,0.0601719,175.39711,-0.93557232,527.5145,130.0558,99.02219,128.3792,16.5597,108.6961,78.28954,-56.92474
283,51959,387,0.09201124,175.47497,0.23598035,48.95005,14.03486,12.95464,21.21338,5.07746,14.46594,11.00363,-9.62931
283,51959,390,0.1063039,175.61067,0.39694832,999.6285,235.6898,132.3418,311.9919,33.44191,172.1919,123.4679,-56.38502
283,51959,430,0.01829432,175.68714,0.28223908,278.1742,78.57388,172.0089,28.07725,4.285723,39.01228,31.65462,-38.59531
283,51959,512,0.1382002,176.50959,0.027757251,28.66001,8.56319,11.49555,30.23958,6.911995,13.34378,12.58027,-2.941313
283,51959,514,0.1043842,176.59144,0.082908183,233.9291,51.13372,8.233898,105.7025,6.684328,32.35959,24.41772,-22.20739
283,51959,548,0.07730225,176.84514,0.45107793,451.5622,118.7752,151.2431,82.76548,11.48605,78.36781,57.72787,-76.65553
284,51943,221,0.0192832,177.71326,-0.40764038,182.5973,59.86827,77.51752,26.73655,8.8765,49.10439,27.03921,-19.00224
284,51943,225,0.04049241,177.91319,-0.65445767,508.7375,124.2967,75.22417,138.3795,15.30738,96.85397,67.86148,-41.57663
284,51943,229,0.118277,177.70655,-0.7133913,286.215,51.43494,8.278898,110.9383,10.23427,38.19033,25.32799,-14.19565
284,51943,458,0.07722432,178.07307,0.99236717,114.7198,23.87258,17.63194,46.01205,8.052662,30.27911,17.85342,-18.76006
284,51943,592,0.06454202,179.11863,0.063861603,154.2576,43.35122,17.68554,49.231,5.954525,30.8518,21.19378,-18.69982
284,51943,599,0.1320113,179.22136,-0.10765246,242.6113,46.78789,13.62257,115.9283,11.80987,38.29208,49.49939,-21.86403
285,51930,10,0.02084633,180.36762,-0.89173423,43.59618,6.447964,8.962176,15.39192,1.401595,10.13651,8.585337,-13.33122
285,51930,84,0.02021773,179.86353,-1.1551158,283.9883,75.7087,47.74798,68.38949,13.76401,73.92065,56.98151,-22.43467
285,51930,171,0.08146055,180.07484,-0.21592116,29.74584,6.01985,3.451872,12.74926,0.5969401,6.016918,8.183163,-5.015508
285,51930,291,0.06385551,178.72494,-0.96437017,83.97772,16.93033,7.838504,30.31388,3.666294,11.05903,5.817966,-5.779563
285,51930,322,0.03907945,179.2427,1.1480424,96.47545,32.3942,27.85431,19.86817,3.582734,27.9554,19.42515,-13.93395
285,51930,396,0.02056275,179.25998,0.49832992,490.5666,168.8366,385.2049,44.71119,14.71967,76.94622,43.88305,-65.88379
285,51930,483,0.06927862,179.91576,0.3917627,172.2377,50.58193,16.12795,61.37537,5.866857,34.5763,24.48994,-14.83653
285,51930,563,0.10045,180.23949,0.78768085,179.8677,57.34184,57.52291,32.78121,9.580979,35.98133,28.68114,-22.08352
285,51930,622,0.1801139,180.63976,0.27508141,312.8075,77.40881,47.04758,110.3716,5.87931,44.75666,38.04526,-70.77557
286,51999,70,0.05047749,182.4697,-0.54746809,15.47936,7.375404,24.31163,7.003016,3.052467,9.315857,5.481452,-0.3249473
286,51999,231,0.1303898,180.92046,-0.32592516,46.66023,12.3727,8.141519,24.66757,3.245227,12.09815,8.912968,-4.797263
286,51999,249,0.09388869,180.99828,-1.0448869,270.1624,75.46128,24.54197,75.56564,5.749198,47.27943,35.54905,-45.39259
286,51999,286,0.1406939,180.27045,-0.78215306,96.80089,20.98339,7.254209,39.28342,2.135486,15.68792,11.67363,-10.36981
286,51999,345,0.2282647,180.21006,0.45663819,124.8202,34.73093,8.685422,45.39635,1.748019,17.20129,15.35566,-15.85795
286,51999,481,0.159121,181.58248,0.42206706,309.7098,80.09734,30.8944,134.1346,11.89038,59.33554,43.09314,-19.47061
287,52023,87,0.08187691,183.55187,-0.98873406,299.9535,74.1518,21.88336,102.6529,9.192877,52.57622,37.02957,-30.62795
287,52023,132,0.17273,183.38125,-1.0688047,111.2843,18.24449,6.824304,44.71747,6.823402,19.27257,10.15284,-12.75923
287,52023,283,0.1017177,182.55576,-1.1502126,105.6635,23.92128,5.126297,54.89307,3.95806,18.14399,13.64198,-13.15695
287,52023,361,0.07770187,182.67276,0.88733295,37.77904,11.62655,5.89403,12.55976,2.606139,9.848787,4.587935,-9.598386
287,52023,407,0.02059191,182.78307,0.9568216,152.75,39.3596,17.96081,53.49745,4.336519,34.79344,22.59501,-13.17223
288,52000,228,0.1964148,184.35862,-0.69352987,149.0696,29.36068,14.59905,74.1935,5.599486,24.3958,20.479,-16.64759
288,52000,384,0.1069861,184.22158,0.03540594,128.0645,33.62864,16.46713,59.30278,4.828866,27.79826,19.14098,-13.33324
266,51630,172,0.0215799,146.28301,0.064056069,136.375,28.29921,28.87652,38.69307,2.880808,28.03231,22.25997,-15.33804
266,51630,189,0.09099656,145.8774,-0.050187511,168.7761,37.64988,15.99098,66.1244,7.836175,36.86018,22.56966,-16.67728
266,51630,418,0.1515293,145.87188,0.87375974,26.30256,8.741755,29.95322,50.05048,13.56121,24.09049,8.552696,-1.836523
266,51630,624,0.1098582,147.29397,0.38134272,89.11731,22.81176,6.658247,38.64574,5.70408,23.5318,14.48616,-15.94193
267,51608,292,0.08512671,147.22992,-0.89837162,171.8185,43.74771,42.19922,40.58176,7.046898,39.36613,33.27276,-22.70375
267,51608,295,0.06685378,147.07786,-0.87301304,153.4416,40.20667,29.25554,78.76233,10.5059,41.15628,22.9399,-8.233941
267,51608,296,0.1442454,147.27217,-0.67572859,117.6717,26.06658,6.995875,53.91338,6.553064,26.5309,16.14981,-7.221357
267,51608,384,0.006316895,147.47559,0.61629296,9129.952,2833.981,11480.28,425.1553,72.51957,553.0176,386.4682,-361.9978
267,51608,453,0.1427079,147.96838,0.76446076,234.954,53.53412,14.18542,80.6431,5.465528,35.37591,26.19967,-33.43398
267,51608,545,0.0793566,148.61056,0.47630546,28.8474,14.71832,11.23915,31.34699,8.218576,18.90539,12.95209,-1.386682
268,51633,422,0.1255851,149.17618,0.75701343,281.2775,45.51625,15.51436,143.5693,6.291935,38.87895,29.46005,-23.45876
268,51633,426,0.08850689,149.2576,0.3565249,212.0866,45.535,14.40767,86.69861,8.123192,36.18219,26.48433,-22.41295
268,51633,471,0.04589036,149.43027,0.6899478,234.1414,50.79896,9.553862,73.76865,3.484035,27.69965,18.95153,-9.883114
268,51633,611,0.06198409,150.05311,0.77419393,455.0872,112.9706,38.55032,152.9543,12.6089,92.10526,65.44086,-36.55698
269,51910,187,0.1226063,150.96999,-0.62093281,373.0755,91.5835,40.08422,137.0912,13.10243,74.42999,48.01548,-31.24326
269,51910,282,0.1222148,150.19465,-1.1771859,182.8955,44.88894,20.58668,58.82855,4.793529,27.90229,19.84322,-34.58279
269,51910,414,0.06763151,150.80341,1.148911,641.1194,148.3649,73.65313,305.6597,19.81371,105.5831,85.58274,-35.99654
269,51910,526,0.04659506,150.9942,0.73665141,335.0702,99.25793,22.25117,128.5562,7.078499,67.3507,46.94124,-24.9043
270,51909,36,0.1435468,153.78413,-0.2442526,369.441,80.5034,26.17229,131.5571,6.997594,64.12738,47.97609,-29.50339
270,51909,124,0.09223709,152.69799,-0.95983421,323.1991,93.02721,51.20788,105.3562,10.72838,57.63268,34.14821,-27.6453
270,51909,201,0.267193,152.34575,-1.1658926,180.5356,36.43467,14.55779,103.8605,12.56664,30.70676,24.28724,-16.72651
270,51909,547,0.07164221,153.60506,0.30208843,175.2918,25.31266,15.06,84.03563,6.052695,24.74991,18.87899,-10.78222
271,51883,120,0.03332726,154.98552,-0.38280427,53.8999,13.4021,24.54884,4.254796,1.242081,11.94239,8.998831,-27.22209
271,51883,153,0.04708967,154.82788,-0.40687768,237.9874,28.83812,14.64221,116.0208,12.86834,53.02258,39.66248,-17.99532
271,51883,290,0.05974002,153.6265,-1.1074781,132.8202,36.76228,8.428516,43.15229,1.457721,17.48071,11.17338,-11.01007
271,51883,387,0.06016717,154.09754,-0.0068750841,21.22533,5.461285,5.300562,8.481564,0.3963495,10.52961,4.271589,-2.811896
271,51883,597,0.07224173,155.22469,0.12276484,304.5855,76.99594,31.7092,138.6204,11.12215,68.38297,49.0496,-21.14663
272,51941,166,0.06464006,156.15473,-0.21379478,77.88305,20.11901,16.65479,17.84761,2.013428,19.62576,13.38889,-16.5285
272,51941,234,0.1530938,155.73453,-0.52049304,62.0516,11.27792,3.782268,26.03656,6.789692,11.39447,7.542977,-6.853783
272,51941,264,0.05350371,155.23593,-0.37444635,254.2343,67.42009,17.23296,94.7786,9.129302,49.34203,28.70177,-21.95697
272,51941,561,0.02173863,156.6616,0.98344269,732.7123,228.0614,508.8468,91.51634,25.83652,127.6479,90.89935,-52.24081
272,51941,563,0.09766387,156.4516,1.0068925,96.68621,22.43333,34.79272,86.26238,16.49228,51.04788,30.5615,-4.971997
272,51941,575,0.03250088,156.66471,1.039416,346.7582,92.85812,152.7766,60.93342,13.10976,70.89396,49.88099,-46.56623
273,51957,33,0.02126185,159.30949,-0.087436321,560.1868,171.3774,329.7026,64.37923,18.42392,85.7674,62.21623,-57.12479
273,51957,80,0.05840081,158.97334,-0.056495326,70.74951,21.83528,16.69417,13.69125,3.748192,22.06787,15.68369,-14.40282
273,51957,365,0.0225078,157.40455,0.95112941,225.2365,59.53713,17.24097,86.0866,7.140261,46.02844,30.12989,-11.68616
273,51957,397,0.1075818,157.02797,0.38775636,104.7155,25.45343,109.5942,85.08217,7.294622,29.4378,20.52673,-6.957295
273,51957,402,0.05075456,157.57832,1.2472466,581.5748,142.1641,85.98173,155.7061,13.45682,116.8682,88.30135,-43.34737
273,51957,448,0.09558981,157.8636,0.76846837,118.241,26.02056,2.589153,53.36341,2.469477,14.14815,12.88558,-9.717122
273,51957,477,0.02849584,157.83991,0.23112179,268.0157,50.28488,33.3969,146.5637,22.2973,72.21324,53.93335,-13.18059
273,51957,508,0.03250533,158.31342,0.00084278358,136.9415,44.59576,78.57625,22.14998,6.28861,24.88773,21.10382,-41.32811
273,51957,605,0.01894327,159.00865,0.98903904,480.9588,148.8877,272.6382,60.47615,12.82573,78.50812,51.53271,-58.37584
273,51957,626,0.09537528,159.22231,0.30687081,238.4608,63.44038,30.13617,77.80515,7.912573,50.04446,36.13102,-19.79873
273,51957,638,0.09488087,159.04552,0.13886839,120.7712,34.75818,8.783301,39.8819,2.026975,17.55702,8.501551,-12.36881
274,51913,117,0.1241373,160.58358,0.039046685,244.8617,49.64991,91.16862,111.3282,9.810078,38.0894,28.26208,-23.38461
274,51913,234,0.2189591,159.74356,-0.41071911,195.4863,39.26342,17.86546,112.7948,9.347008,39.63126,30.23222,-19.40319
274,51913,298,0.08264595,159.27398,-0.70871552,136.4331,25.34401,45.56194,229.1111,22.05947,59.98551,44.05264,-11.73388
274,51913,378,0.09522493,159.41269,0.91704473,122.4517,14.02683,9.189717,53.55025,7.234814,27.71571,26.71835,-11.13892
274,51913,613,0.122138,160.74426,0.93004994,24.69219,8.611394,10.10666,15.24186,4.175674,6.806113,3.176433,-1.37907
275,51910,107,0.01620855,162.19933,-0.34604594,744.3932,249.4688,776.5083,49.7374,27.56796,96.94077,72.63873,-41.96885
275,51910,210,0.08598208,161.36207,-1.1974231,14.31172,4.492809,12.3434,15.25725,1.47505,7.207292,8.514168,-0.9337512
276,51909,23,0.05132372,164.6757,-0.26122547,398.4777,101.2661,43.45197,141.7121,9.393301,65.35749,48.49339,-26.66828
276,51909,161,0.04124318,163.29743,-0.69090967,47.6777,16.58919,31.16184,5.64911,3.167614,10.50446,5.788346,-33.05853
276,51909,466,0.09434957,162.92506,0.11196364,11.81105,4.609769,7.253925,11.80197,1.58095,6.361273,2.032509,-0.7551193
276,51909,631,0.1473267,164.562,0.39716808,15.17055,1.328337,12.68799,26.05875,0.9230694,8.93271,7.017906,-0.7978836
277,51908,80,0.1235702,166.17041,-0.54981613,215.1627,63.95762,44.30155,84.96842,12.46415,57.35238,39.39293,-19.80588
277,51908,157,0.01682579,165.70994,-0.36423866,36.65235,16.35576,21.58199,5.68297,2.096915,8.490104,7.802228,-11.24663
277,51908,172,0.09328686,165.59863,-0.33283953,226.0536,62.89483,37.82236,68.40532,6.119536,49.38927,30.53483,-25.25305
277,51908,224,0.04431597,165.36338,-0.71830547,87.3532,25.81802,26.92619,92.86454,15.62224,35.20092,17.48102,-0.9976721
277,51908,282,0.0750734,164.27588,-0.91445442,96.88132,26.71492,13.48113,30.30727,6.203682,23.31623,15.37977,-19.68236
277,51908,290,0.1869678,164.59817,-1.0905212,486.8498,112.2054,181.9165,212.595,17.05468,82.59489,59.3692,-71.26804
277,51908,403,0.03891089,165.00438,1.1122512,772.631,142.4902,47.02505,328.2347,26.20506,137.7268,99.53067,-19.4499
277,51908,510,0.09606951,165.87905,0.41599042,110.4673,28.73683,18.42799,45.84912,2.738621,18.7117,12.8212,-14.27315
277,51908,631,0.1225132,166.69689,0.19913903,117.1968,23.91446,7.351293,49.48991,3.29462,19.5872,13.71972,-10.04877
278,51900,64,0.07979866,168.22407,-0.68873132,36.69079,12.64754,4.970502,17.79908,0.02063458,7.993914,6.527519,-5.179501
403,51871,242,0.1417429,29.26178,-1.2338818,31.9731,3.401599,11.48747,16.22396,3.434388,12.96833,4.952932,-2.867254
403,51871,304,0.04609729,28.58305,-0.62352945,156.0191,38.39073,126.4443,184.2192,39.96863,86.52934,82.80073,-2.041581
403,51871,307,0.08868472,28.494875,-0.093501739,98.28419,21.66827,68.94527,91.7899,6.301233,34.56929,27.47322,-7.369246
403,51871,311,0.08065423,28.359156,-0.12961106,56.3344,11.98301,4.111433,18.52678,2.50096,8.178019,12.55119,-8.081459
403,51871,347,0.08907015,28.405467,0.051609456,298.641,58.37244,18.01681,109.882,10.75051,44.59987,37.15121,-19.49375
403,51871,407,0.07761626,29.178851,0.89597358,376.2935,101.1633,22.36496,118.7813,9.766693,60.63796,38.62726,-47.28105
403,51871,437,0.05918501,29.018751,0.52354327,92.81312,24.30198,73.8708,110.8296,23.94654,72.90401,58.58374,-3.690652
403,51871,573,0.166474,30.014974,0.89226054,116.1768,25.30094,9.230272,51.50681,2.554949,17.85904,17.61101,-9.294981
404,51812,39,0.068031,32.362705,-0.25270946,64.77755,25.20882,6.900685,44.35566,10.26901,6.28051,2.81522,-1.645087
404,51812,146,0.04334423,31.720894,-0.51659473,845.3881,214.2125,109.6693,228.1848,22.48564,135.971,96.9545,-108.224
404,51812,218,0.1122459,31.215572,-1.0519712,437.0409,128.7234,108.3888,133.099,17.14649,76.67254,56.77708,-41.67422
404,51812,472,0.07647176,31.019566,0.33732971,116.9092,26.19962,9.836194,34.41455,4.610584,10.69468,9.758001,-8.778366
404,51812,512,0.07613035,31.313492,0.25347772,215.865,54.91218,22.78069,62.59809,5.919301,44.26229,349.2688,-30.19537
405,51816,55,0.10014,34.273104,-0.91977439,246.5394,61.46294,14.53761,89.68599,6.307022,35.91755,25.17533,-18.2543
405,51816,396,0.06825577,32.458344,0.45861627,618.8978,120.409,24.10398,252.0775,12.10366,63.47377,63.26265,-32.91381
405,51816,624,0.02406156,34.92645,0.29492391,48.23977,17.14,38.25146,6.029356,1.822447,8.463248,7.482914,-12.44947
406,51876,87,0.05878666,36.215163,-1.0862949,75.93639,19.77233,6.040758,24.58142,2.08134,17.14587,9.340847,-12.91529
406,51876,150,0.0701032,35.887523,0.036706446,74.70149,17.49091,7.200523,32.26547,4.325321,13.24251,6.639098,-6.851102
406,51876,476,0.05792015,35.77654,0.25297296,43.5921,8.395224,14.89716,21.55071,2.494376,14.27355,11.34781,-3.172353
407,51820,84,0.09888805,37.75244,-1.0894311,179.0037,38.4151,37.67136,130.4614,20.80288,53.48473,39.78106,-15.7295
407,51820,244,0.06828848,37.033823,-1.1071459,349.0705,75.76357,55.50564,289.8464,34.26551,104.062,83.01148,-10.68438
407,51820,570,0.1245195,38.307296,1.2444605,267.028,68.87703,29.62272,84.77163,7.86555,51.90185,40.94037,-39.41669
407,51820,627,0.03461931,39.073487,0.65626255,131.6049,37.08838,24.65443,30.42284,2.661528,27.3563,22.4416,-16.19374
408,51821,535,0.02343323,40.200277,1.1048302,66.31962,21.74908,37.19864,5.890511,2.270649,15.83255,9.24281,-29.95198
408,51821,615,0.02487664,40.639313,0.89330655,118.0129,34.81023,46.25238,23.36301,8.466785,31.53792,22.63158,-21.14858
408,51821,623,0.1366794,40.927662,0.62508577,12.42151,3.967868,5.053548,16.31067,7.059884,5.011908,1.551044,-0.8368087
409,51871,224,0.05142506,41.629459,-0.36624164,62.81013,16.57265,4.239517,22.06409,1.309497,13.28897,8.173786,-10.29829
409,51871,368,0.06404128,41.321444,1.0956421,403.8989,116.4867,142.05,82.70544,9.700562,76.44413,56.91007,-71.74264
409,51871,565,0.2375118,42.570559,1.2615259,294.3079,70.60843,26.39438,104.3956,11.88043,41.73558,37.14199,-58.59004
409,51871,610,0.2492252,42.892574,1.0635131,88.44045,20.93627,6.326174,34.00583,1.583295,9.938463,11.12304,-18.25584
410,51877,518,0.06627123,44.165129,0.34741344,125.3515,36.66231,35.98692,65.96993,8.593957,35.38253,20.59469,-8.612809
411,51817,30,0.1187932,47.147423,-0.61789615,159.832,27.90575,66.09302,106.0257,7.797512,26.18694,22.42617,-13.37306
411,51817,173,0.1574554,45.994222,-0.093949842,277.3111,54.05216,16.88679,100.4912,7.066771,36.7114,30.785,-19.98015
411,51817,336,0.1337404,44.802289,1.0126414,108.9275,25.21748,15.31162,40.07372,4.279099,19.95933,16.26635,-12.92963
411,51817,349,0.1707815,44.578187,0.67868309,49.99289,9.071928,91.50565,82.9282,10.76578,28.38232,20.28876,-5.886801
411,51817,414,0.06454351,45.332584,0.86546433,134.1373,30.15176,12.4389,76.03551,3.376574,18.20854,13.0581,-4.65892
411,51817,462,0.04354686,45.661427,0.62579178,90.03638,21.54994,11.61622,57.13705,8.393259,25.34067,12.93058,-4.259637
411,51817,620,0.07338976,46.415755,0.85268284,244.8223,60.51249,72.51855,55.74776,7.656995,51.87694,33.28456,-31.17608
412,52258,71,0.08687355,48.60987,-0.50868213,18.14428,6.365978,6.534873,21.44469,4.338764,8.389933,8.727046,-0.9202452
412,52258,177,0.1286466,47.799871,-0.56282335,122.0424,28.80017,3.722524,41.23102,0.7441083,13.36642,11.98424,-17.57302
412,52258,262,0.1096231,46.624549,-0.63092865,174.3452,42.64756,7.787498,65.69126,5.432692,26.22136,17.73778,-22.12142
412,52258,319,0.02939112,46.279823,-0.3061463,169.4802,50.14524,73.8621,27.52894,8.537886,42.40778,31.6297,-30.86959
412,52258,386,0.08778128,46.771668,0.30612893,210.8463,54.69152,31.6529,59.43869,6.161919,37.36909,23.61917,-34.53588
412,52258,490,0.026421,47.78749,0.23519866,712.2951,178.2708,43.09087,232.3803,19.69022,139.7729,98.39277,-27.15528
