plate,mjd,fiberid,z,ra,dec,h_alpha_flux,h_beta_flux,oiii_5007_flux,nii_6584_flux,oi_6300_flux,sii_6717_flux,sii_6731_flux,h_alpha_eqw
484,51907,97,0.04718799,137.98831,57.721597,80.87265,24.35832,11.39122,27.69306,2.086302,17.32066,13.76659,-16.02444
484,51907,291,0.1123313,136.73534,57.758175,213.6462,54.21362,31.93951,87.14337,3.525822,38.56723,29.17956,-28.39005
485,51909,24,0.09639061,144.01726,59.782057,113.6517,29.99571,11.18622,35.46004,5.482364,23.02026,19.29859,-17.93552
485,51909,140,0.09639389,141.30966,59.41846,63.60484,17.21424,8.495639,33.1938,2.737429,23.16595,7.396475,-4.131877
485,51909,169,0.1608926,141.43715,59.553436,235.8745,47.83966,287.3432,194.086,25.14641,55.36156,56.16566,-18.17402
485,51909,204,0.1552579,141.12691,59.176958,248.2632,38.10493,37.38537,197.1708,15.20635,38.82717,29.20834,-18.07901
266,51630,104,0.1315038,146.74174,-0.52469154,174.6208,39.86888,68.8668,129.9966,5.741499,20.41914,26.54523,-23.71665
266,51630,108,0.03580831,146.7517,-0.40839151,1311.788,333.1961,210.5195,359.1024,33.85272,256.0965,182.8083,-46.32598
266,51630,290,0.118615,145.1963,-0.87997986,133.9965,32.09054,28.0456,68.26641,12.11208,33.76559,26.44269,-10.1271
266,51630,291,0.1315616,145.36211,-0.71402013,179.5962,50.89903,15.69489,58.15033,5.584886,32.69051,28.50644,-31.78715
266,51630,408,0.1241183,145.9373,1.1418559,25.96159,8.066994,11.83508,20.2083,4.972737,8.651973,4.059365,-1.862422
266,51630,592,0.06346273,147.03909,0.52560708,516.7769,134.6182,120.4238,113.3248,10.28142,81.20013,57.8144,-103.2645
267,51608,20,0.08433501,148.72704,-1.1209844,255.8474,62.44374,12.67478,98.81001,9.025476,31.21758,25.97692,-28.9029
267,51608,138,0.1332475,148.04897,-0.85206301,383.1564,61.66449,18.71664,140.8203,13.93759,48.07209,38.67274,-15.98313
267,51608,198,0.1333251,147.81045,0.046493486,242.1171,44.05736,11.61989,125.6245,8.257575,42.19727,26.87576,-24.24088
267,51608,580,0.0971866,148.32862,0.94470695,22.57135,11.15162,11.77187,10.80884,4.758293,7.707717,4.759408,-1.396676
267,51608,592,0.08549848,148.78171,0.27732919,51.79183,7.80487,4.913955,33.74887,7.1122,18.41066,14.00283,-3.615439
268,51633,84,0.1039087,149.5702,-0.90525035,84.63778,23.48811,5.868615,29.80749,5.568139,18.1376,8.871406,-13.32947
268,51633,171,0.1680779,149.83803,-0.099649921,8.48856,1.930783,2.925852,0.8718268,2.583911,3.506841,0.9087402,-0.9599673
268,51633,280,0.08808289,149.27064,-0.2641052,70.70238,16.4645,4.959022,24.853,1.31005,9.466129,7.516,-7.077752
268,51633,418,0.08670224,149.32459,0.98264229,325.6521,65.85503,20.03752,128.7699,5.52783,42.99096,32.98787,-9.111596
268,51633,432,0.0849936,149.29027,0.6520023,42.11258,12.48533,8.73133,15.46709,2.505743,10.18055,4.636876,-8.155597
268,51633,464,0.04669769,149.53812,0.60086726,652.5443,189.8755,80.40093,218.1941,14.39051,139.9801,100.9954,-36.38744
269,51910,81,0.06609736,151.06646,-1.2134722,1105.474,259.5634,134.3046,349.632,28.05555,194.8855,142.6392,-35.48469
269,51910,161,0.09412583,151.19614,-0.62856884,73.5582,24.03005,15.68722,28.06275,3.615775,23.41353,14.024,-6.165287
269,51910,320,0.08627754,150.46339,-0.68125326,113.0063,24.95343,12.94563,44.46018,3.076509,19.93023,11.71676,-10.07856
269,51910,627,0.0315523,152.00348,0.35649896,515.8463,166.0813,374.4175,47.48361,24.04866,90.71978,64.03562,-46.77952
270,51909,89,0.04748411,153.34334,-0.87179442,306.4053,71.12551,38.21413,86.55301,11.75735,67.38058,49.14203,-30.51247
270,51909,129,0.09110201,152.81664,-1.2452536,61.7961,11.23669,10.78915,45.79119,4.976075,16.13124,12.13042,-2.591153
270,51909,261,0.06938007,152.29476,-0.27096657,252.2621,68.71239,31.06908,71.60995,7.481746,59.42628,38.56556,-34.25564
270,51909,638,0.08351937,153.85948,0.12017995,832.3335,164.5336,83.07488,304.5039,27.69137,154.8626,112.0128,-54.04453
271,51883,43,0.04721433,154.78919,-1.2410468,1994.87,382.2944,73.81699,877.6047,37.1764,179.0543,140.888,-26.33227
271,51883,68,0.06082683,155.05283,-0.68667012,369.4055,54.48818,18.51325,145.4523,11.65708,40.25977,33.44659,-17.4453
271,51883,112,0.1389762,154.91788,-0.44020763,669.0622,143.5733,63.09167,267.7085,15.30024,86.29746,63.4313,-36.37309
271,51883,167,0.145553,154.58058,-0.47826431,320.1898,65.62074,24.82978,114.2892,6.758459,45.97196,41.97412,-31.00496
271,51883,434,0.07127051,154.25909,0.05794568,625.5219,113.7091,18.8102,197.93,13.97408,55.6357,34.81371,-17.87534
272,51941,402,0.09789305,156.04186,1.2455492,11.78833,8.955266,8.080801,5.23817,7.957219,6.370589,6.339034,-0.9521499
272,51941,539,0.1750474,156.35114,0.77349939,326.2519,63.03658,22.7058,134.1022,4.696498,39.57296,26.25557,-29.23978
272,51941,579,0.09763675,156.64168,0.87291008,124.5735,34.83415,13.55568,34.34924,3.919726,28.73532,17.50676,-30.03439
273,51957,42,0.1530027,158.39053,-1.0470216,308.1529,85.12683,151.26,144.3926,12.94547,67.29572,48.83905,-22.75352
273,51957,81,0.1144299,158.12735,-0.88641857,202.7707,46.18025,29.61178,124.762,9.62641,43.13035,33.14111,-10.65274
273,51957,287,0.05140048,157.16601,-1.1461384,77.75103,33.02304,45.95641,59.05032,5.15342,31.92299,24.45089,-1.248708
273,51957,398,0.09461677,157.21948,0.45718266,180.7964,34.86955,12.70784,96.30013,12.97186,37.68548,28.67452,-5.335648
273,51957,437,0.117737,157.70253,0.40302253,17.28226,1.551863,2.781628,8.326966,0.1827832,6.698071,4.501277,-0.7796368
273,51957,440,0.02834717,157.76982,0.10848143,88.84766,28.83916,54.33882,9.045823,3.574531,20.94125,11.72035,-26.79684
273,51957,622,0.02922444,159.23906,0.22972839,435.5932,72.18346,20.13937,213.3895,15.50467,53.88094,48.13091,-8.605933
274,51913,29,0.1155827,161.00287,-0.53280839,196.5749,37.54197,7.916406,67.895,3.864829,32.27209,19.0952,-16.99384
274,51913,71,0.08311045,160.79459,0.033496406,221.0137,31.68871,9.500114,113.6505,8.423993,34.53741,27.73749,-14.07116
274,51913,103,0.1281157,160.72785,-0.26564762,111.1625,22.04477,7.243058,40.04825,2.488831,16.58961,11.64767,-21.37838
274,51913,191,0.01881749,159.89377,-0.25304655,1082.738,322.7106,332.5916,243.6412,26.49002,217.0334,150.5024,-48.65482
274,51913,243,0.1073238,159.57794,-1.0192121,10.05667,6.045731,7.434949,13.7659,0.5793453,6.96803,3.238458,-0.6735407
274,51913,418,0.05924856,159.49906,0.91760265,273.178,56.34494,38.17249,193.6699,15.18513,75.27735,50.41123,-24.40387
274,51913,441,0.1160028,159.95236,1.0023096,108.848,21.16084,15.585,55.14223,3.513824,15.82257,10.71221,-11.19738
274,51913,490,0.06061528,160.31053,0.23852667,117.1972,35.02405,21.86466,34.30172,4.926713,27.76425,19.6308,-16.65513
274,51913,528,0.1331729,160.13223,1.0326387,486.6838,120.3349,64.71764,147.1285,16.93032,83.94585,62.26767,-79.3972
274,51913,604,0.180014,160.87658,0.98286169,86.76783,15.12521,6.427434,46.26942,0.1282196,17.7315,10.7214,-8.074752
274,51913,639,0.08127768,161.20609,0.19319061,477.9008,108.5444,95.86031,147.885,1.391995E+08,94.02602,83.53196,-49.4577
275,51910,261,0.08592108,160.70148,-0.44542466,144.7533,34.87796,16.94758,49.11376,7.741754,32.69827,22.27035,-22.73865
275,51910,495,0.07640266,161.47109,0.52430262,111.4495,22.15126,8.068498,51.21367,2.167375,16.95801,5.023507,-11.43705
275,51910,499,0.07673677,161.51139,0.39850436,98.8726,22.47917,22.90961,39.37102,6.415323,27.35486,22.12552,-11.6154
276,51909,16,0.09615633,164.59902,-0.72582838,11.45095,4.354478,6.743155,8.623061,2.838312,4.730072,0.115621,-0.8028404
276,51909,93,0.1079198,163.47416,-0.81782255,128.0711,22.73216,9.795428,63.59985,5.840735,20.29123,13.87568,-9.002193
276,51909,175,0.03834658,163.25815,-0.092660555,162.3048,52.64164,86.61359,17.73685,5.09929,30.64222,21.83561,-58.94777
276,51909,197,0.006033491,163.20268,0.034482196,4669.328,1482.315,4907.371,327.9548,75.67749,487.2977,335.7333,-161.4841
276,51909,198,0.1339453,163.16966,-0.28462384,73.78082,16.10897,4.098171,23.50561,2.694818,8.650103,5.23212,-12.38648
277,51908,17,0.0461611,166.40683,-0.84812823,248.1183,52.31509,14.54191,125.0005,10.445,50.15265,36.78817,-14.92634
277,51908,203,0.1601934,165.07162,-0.97460534,23.55206,9.816211,8.390403,12.59007,3.222002,13.96854,7.662297,-1.42653
277,51908,221,0.1345744,165.15789,-0.76810619,22.27518,6.413911,4.535362,14.99688,2.0277,8.008922,9.720578,-2.311344
277,51908,245,0.03834352,164.63958,-0.95358921,234.9077,62.4889,54.51973,50.08742,8.450576,53.07341,37.15224,-39.87329
277,51908,250,0.0960687,164.66159,-1.1170422,116.4254,31.08217,5.670944,40.36145,1.474484,18.34179,12.17164,-13.89319
277,51908,349,0.08501542,164.61064,0.57505927,99.72806,24.54536,24.75953,45.80303,3.162847,14.20725,14.13776,-15.93042
485,51909,421,0.1099886,139.69848,60.563804,71.67417,14.42345,14.44004,32.22203,3.539747,11.89449,10.47746,-5.811442
486,51910,158,0.09464277,145.90032,61.170509,122.3111,29.93246,12.66073,56.76477,4.488695,26.90707,18.15526,-8.321821
486,51910,231,0.03938571,143.96497,61.353203,1990.729,169.884,226.8898,2386.69,132.3493,415.6016,316.7688,-36.27769
486,51910,347,0.1229369,143.1272,61.869698,342.7021,75.60114,22.97072,131.8266,10.851,51.01966,34.65399,-27.60622
486,51910,403,0.1316804,144.7122,62.100764,257.8641,58.88216,29.08933,141.7441,5.073111,40.85667,23.79844,-11.10112
486,51910,549,0.1097003,146.53761,61.712377,118.15,25.03043,6.977984,37.38572,4.164623,19.70172,14.44162,-18.87193
486,51910,569,0.1214617,145.71506,62.561865,239.5147,73.04908,389.8624,172.4271,33.43897,99.68638,67.5621,-21.699
487,51943,146,0.1015413,150.1144,62.870045,94.83553,21.03845,5.994709,31.68959,3.35209,18.63479,9.878136,-14.98597
487,51943,161,0.07480339,149.02249,62.713114,239.1888,41.54206,19.83595,135.6784,13.64901,59.34459,40.4578,-11.82634
487,51943,249,0.0305995,147.91938,62.07131,443.7397,136.3092,362.2659,39.17873,13.36535,69.47651,46.56899,-61.835
487,51943,525,0.2050949,149.728,64.32665,471.5558,138.4242,132.5406,143.4691,14.34629,71.519,56.42987,-141.9188
488,51914,205,0.06768523,153.27875,62.999575,66.97363,21.64857,13.2875,13.21515,3.988672,15.19016,11.92132,-22.85935
488,51914,252,0.1943575,152.78955,63.4396,160.203,31.93772,11.12309,86.58846,7.625344,24.17491,11.8078,-19.35282
488,51914,345,0.1179994,151.20541,64.49126,58.80033,13.12437,24.39376,28.09673,4.954723,16.29806,5.532324,-5.816467
488,51914,354,0.1177449,150.7187,64.575306,689.2678,126.1813,30.69223,305.0484,20.03944,101.9249,86.25697,-45.51553
488,51914,498,0.1166846,153.85835,64.808536,201.8245,44.62418,9.401573,69.146,8.428715,25.32499,16.68375,-17.44691
489,51930,362,0.03533091,157.68025,65.872831,294.1072,79.87161,180.7902,25.7108,14.15681,51.67448,34.00486,-37.81458
489,51930,389,0.1157926,157.21335,65.405481,54.39844,16.90856,65.26179,53.89822,11.8734,22.32219,21.75373,-5.35182
489,51930,390,0.3458727,156.82442,65.688884,2.941509,3.047689,2.498291,0.718718,0.7116699,0.02707584,1.437403,-0.5045671
490,51929,169,0.13553,164.98346,65.799106,127.7034,27.51369,4.729214,42.87467,4.067913,15.48721,8.742081,-13.17074
490,51929,324,0.03358184,163.06046,67.08252,72.66747,24.40758,23.16092,15.45438,5.435938,20.30197,15.96229,-15.48695
490,51929,368,0.0333323,163.69099,67.238803,110.031,29.01519,51.52697,130.1001,20.66462,55.07196,41.37225,-1.898682
490,51929,429,0.04203178,163.04724,66.788202,133.4027,33.38163,35.40442,176.4409,11.11455,66.95229,48.13889,-2.608897
491,51942,66,0.06313977,173.31654,66.299068,97.16196,24.58326,13.8645,37.51152,3.018493,18.64721,12.88929,-12.62572
491,51942,216,0.09564044,169.99756,66.043686,106.0967,19.92549,12.22224,41.6791,2.90789,16.88337,11.83172,-9.00941
491,51942,479,0.05483929,170.54275,67.072688,51.94289,11.56764,16.47649,25.55868,6.922831,23.26556,13.66635,-3.152992
492,51955,116,0.06219244,177.52105,66.874479,243.6882,52.55227,8.057616,81.11176,3.510202,28.16855,22.15562,-19.25801
492,51955,171,0.118165,176.14435,67.28636,282.9884,67.70708,12.38196,92.39454,7.525,31.27937,21.78397,-23.69682
492,51955,194,0.04867475,175.65454,67.013868,407.1405,98.18168,19.46276,137.5597,11.27258,47.36324,34.30134,-14.7695
492,51955,320,0.05484043,172.91531,67.110261,79.458,24.8166,17.43615,30.16793,3.887884,24.30042,17.83243,-6.020129
492,51955,329,0.2070757,173.77789,68.334077,173.0968,23.80858,76.54713,111.6919,6.558481,24.72863,16.43458,-18.09637
492,51955,332,0.05367293,173.16553,67.922923,89.96469,40.94614,47.15326,106.8521,9.074207,51.94656,32.81849,-1.670256
492,51955,339,0.1432643,173.10705,67.981462,450.4234,96.05106,24.35036,177.5034,13.04669,69.6295,47.4415,-26.23475
492,51955,457,0.1176114,176.98709,68.219776,30.26469,8.329555,20.09059,32.89968,3.513286,16.4842,12.0815,-2.14218
492,51955,524,0.1081824,177.22242,68.409302,336.5387,112.8681,107.3006,82.14189,8.548478,51.59282,38.11703,-85.54729
493,51957,167,0.06207639,182.94796,67.103297,112.4827,33.78377,14.2674,31.62583,4.818121,32.55944,21.69172,-19.77994
493,51957,200,0.007757276,181.94843,67.383789,5943.818,1459.279,2068.018,2443.335,179.6616,1078.18,1000.908,-42.8728
493,51957,388,0.1192651,179.67864,68.122059,21.41577,1.852948,7.072951,13.9587,2.104256,7.526893,7.289806,-2.023062
493,51957,415,0.1866444,181.28355,68.289521,47.8731,10.74126,30.81712,46.21591,2.360735,15.56599,11.27778,-4.339184
493,51957,592,0.05608625,185.12932,67.654702,105.9749,27.95619,33.1319,59.91758,6.284099,31.23266,21.86802,-5.709455
494,51915,147,0.1056021,188.7301,66.935053,90.14051,19.4047,5.830206,44.82634,0.9354558,9.335754,4.031567,-7.284174
494,51915,229,0.0600853,187.73948,67.000326,1583.461,401.5525,195.7465,543.7232,36.50779,256.837,193.5285,-62.10481
494,51915,248,0.08911166,186.29428,66.424375,375.3087,85.48632,21.73843,134.0456,7.547156,54.32415,40.60536,-21.4849
494,51915,372,0.105623,186.54981,68.450869,61.89635,9.201524,8.864818,31.35133,0.04932898,5.485443,2.688145,-4.800059
494,51915,457,0.1693337,188.57142,68.602533,143.7493,37.80069,8.653885,45.63297,4.239145,41.1632,12.2937,-28.26175
494,51915,591,0.08814555,190.09584,67.453851,176.345,39.13107,12.59018,59.33246,4.335568,28.7828,21.14697,-18.27485
494,51915,600,0.08963706,190.32709,67.47353,349.5898,70.51392,124.5668,214.6664,12.19251,52.39661,45.9356,-22.49981
494,51915,606,0.2311457,190.7636,68.519529,82.44262,10.85198,6.4839,32.20831,4.667817,8.927702,5.049667,-9.648035
495,51988,152,0.2219472,194.90322,66.964992,212.4073,46.3024,13.91344,98.0203,6.606802,26.90539,19.38842,-27.91077
495,51988,156,0.08109333,195.14103,66.897046,79.79836,18.93971,28.4841,54.32709,2.243365,18.86972,16.28787,-5.34247
495,51988,191,0.07900742,193.38726,66.864176,102.0575,25.09726,15.83521,53.07129,7.601166,26.67408,18.29036,-6.32518
495,51988,384,0.06587433,192.87204,67.814772,443.3036,52.82416,20.72843,243.9355,24.42998,82.87251,58.39881,-27.01782
495,51988,398,0.1355882,192.25028,67.65682,63.08599,17.88631,14.67624,55.62161,4.229959,31.79525,25.95149,-3.488365
495,51988,436,0.08290067,193.23104,67.318288,1101.728,276.3387,121.5663,381.1975,33.94703,180.2133,126.2578,-45.85112
495,51988,461,0.1349457,194.42429,67.820476,14.10378,9.631405,11.68245,11.46752,0.7438049,17.14942,7.800057,-0.9351425
495,51988,521,0.06967288,194.26287,68.347994,438.0203,124.2197,116.7962,106.0012,13.31891,77.43495,56.45588,-35.04955
495,51988,553,0.1040949,196.02678,67.284524,69.92076,15.0837,7.124311,22.92132,4.67417,10.89867,9.008297,-12.79812
495,51988,558,0.1694741,195.86775,67.251081,22.33698,6.032977,11.53161,18.9981,4.211224,9.911107,1.877132,-2.318916
496,51988,77,0.1287791,202.00468,66.186278,457.9875,101.8716,33.47391,160.6806,11.33101,61.14565,30.72259,-33.03807
496,51988,163,0.06650823,199.95116,66.488974,43.74799,14.76869,4.439602,15.48567,1.783469,11.17399,4.396581,-8.312297
496,51988,413,0.1005606,199.57633,67.607384,29.90946,7.663064,14.64616,31.61009,2.194755,13.47294,3.814645,-1.727628
496,51988,423,0.1043988,199.65835,66.947124,143.5099,42.27596,221.036,181.1006,30.64082,61.68674,61.33327,-11.71626
496,51988,437,0.1022309,199.34598,67.044993,97.24523,24.04913,21.8765,50.40649,6.334531,26.01603,16.96661,-7.803167
497,51989,57,0.09876979,208.12103,65.40693,86.05833,20.50875,8.669703,31.83356,4.463935,17.814,12.81464,-10.19908
497,51989,67,0.09166774,208.1308,65.813081,102.1076,23.20484,9.468656,34.97382,2.910696,19.41208,11.19115,-6.937076
277,51908,567,0.121912,166.1626,1.10843,247.3197,57.01352,11.59566,97.84835,7.296639,28.66039,24.18826,-15.94653
278,51900,32,0.1000678,168.40224,-0.48051266,27.63759,2.92065,6.696853,37.55037,1.806205,9.72037,13.44494,-2.298123
278,51900,255,0.1120666,166.66003,-0.75627503,21.73178,7.478385,4.738477,7.170802,2.529665,5.503018,1.57817,-2.469338
278,51900,325,0.14273,166.16272,1.222456,30.70753,6.143523,10.36944,22.29519,3.294916,11.00121,0.9371948,-2.174794
278,51900,363,0.1258863,166.64474,1.0273508,36.79731,2.745804,2.502418,29.14375,3.252194,8.183316,6.771333,-2.227036
279,51984,205,0.07658804,168.64499,-0.8301207,143.1065,35.32701,12.02841,56.74465,4.083751,25.04316,14.96484,-14.73826
279,51984,284,0.1225397,168.30746,-1.0087819,407.0838,79.28302,24.31363,139.2486,15.49128,60.67782,44.57611,-30.58424
279,51984,346,0.1241883,168.29622,0.28477469,164.8077,40.43936,15.20842,76.25505,7.402539,22.14596,18.80699,-19.59366
279,51984,640,0.1440361,170.13119,0.29490398,272.1192,70.12771,20.8607,94.14493,8.317489,41.50448,33.08075,-33.99966
280,51612,8,0.1320189,171.56056,-0.66281429,112.3277,32.61982,3.517335,42.14571,5.507852,9.138359,13.79766,-19.3136
280,51612,157,0.09104834,170.97202,0.16508696,45.33417,10.05742,12.73957,26.21551,6.065493,14.21167,11.32733,-3.121232
280,51612,218,0.07410009,170.14656,-0.88218849,888.3607,196.8362,61.49048,304.279,22.59754,130.0858,93.77386,-35.71108
280,51612,231,0.1027486,170.22995,0.16011431,76.1116,22.88694,7.403236,25.09501,4.439054,15.16284,10.39383,-19.50768
280,51612,241,0.02445609,170.00024,-1.1199745,2135.164,633.3121,1087.138,325.3221,52.90836,321.2557,229.2772,-93.64126
280,51612,244,0.02454603,169.98106,-0.87999127,162.7271,86.39993,81.22671,89.25848,10.01687,72.35111,7.258672,-1.224477
280,51612,440,0.2291957,170.40122,0.54706106,963.4007,267.6933,645.6353,140.1797,29.55882,122.4561,95.82915,-181.3952
280,51612,560,0.1316646,171.02256,0.28256354,103.2909,19.40662,4.72369,36.00805,3.004633,11.81981,12.70151,-13.82914
280,51612,583,0.1803769,171.51839,0.74836356,63.80471,42.49977,84.36128,42.60646,11.22829,25.73944,16.77807,-4.032615
280,51612,638,0.1527322,171.75272,0.84361225,160.2987,35.84676,9.698373,75.54746,5.803425,28.35606,20.26721,-25.56377
281,51614,173,0.06152888,171.95572,0.026188243,30.63816,10.01506,13.5839,26.69113,2.521812,8.748899,12.12095,-1.54379
281,51614,210,0.04123054,171.82853,-1.059864,23.70802,7.871336,3.468015,6.082793,2.339822,7.433483,4.765491,-10.69246
281,51614,249,0.2553241,171.55337,-0.85853666,71.61285,19.90329,12.06425,61.31169,14.16192,29.48712,13.43182,-7.948125
281,51614,350,0.1046954,170.51358,0.48579522,250.3221,52.30022,38.16822,105.8345,9.262283,36.51688,28.1614,-22.35854
281,51614,362,0.2056154,170.84557,1.1296689,64.69215,17.2579,7.254536,21.30366,1.925819,9.633102,8.241166,-8.73044
282,51658,289,0.04801087,172.71366,-1.1077492,330.8162,59.36871,43.29606,90.92827,11.95684,68.67798,46.73467,-28.77121
282,51658,411,0.02940377,173.57032,0.69528788,21.63293,3.699196,4.121807,6.198339,1.444586,7.958212,6.042378,-8.28678
282,51658,522,0.07294308,173.872,0.95256672,29.85859,5.773463,17.94641,35.0993,1.852246,9.776316,12.64085,-1.327431
283,51959,213,0.2103198,175.84336,-0.97029175,97.72222,16.74781,7.685777,56.03069,0.4921962,22.01346,14.85678,-11.26407
283,51959,244,0.07795273,175.46395,-1.2128852,155.2877,33.26217,10.56685,59.26291,2.849576,27.15554,24.02002,-19.62433
284,51943,80,0.1055758,179.06896,-0.20423706,56.85905,14.80043,10.65321,31.65711,0.5775936,11.53606,3.319533,-3.9431
284,51943,81,0.08002516,178.36424,-1.1810476,942.2943,184.7929,104.3156,617.4901,56.24356,197.0926,156.1199,-33.68289
284,51943,197,0.0954272,178.16027,-0.35710517,511.419,150.3615,131.3465,131.7207,17.16757,100.215,73.82134,-57.51268
284,51943,357,0.08397069,177.642,0.27560742,155.6932,38.27473,4.590186,55.02394,11.22088,32.07118,22.12224,-23.74415
284,51943,416,0.1072084,177.8671,0.72870629,18.65171,5.05309,4.515208,9.159119,1.587156,5.418087,4.620117,-1.205242
