#Table1
plate,mjd,fiberid,z,ra,dec,h_beta_flux,h_beta_eqw,oiii_5007_flux,h_gamma_flux,ratio_oiii_hbeta,ratio_hbeta_hgamma,ratio_oiii_hgamma,approx_ebv_sfd,fwhm_hbeta_kms
574,52355,362,0.2654291,153.32493,5.0094668,411.6319,-10.59547,416.7374,194.6769,1.012403,2.114437,2.140662,0.02606908,1177.41002251547
844,52378,577,0.113502,184.95391,5.7588112,300.4234,-12.12802,143.1623,150.3196,0.4765351,1.998565,0.9523863,0.01461263,1177.41002251547
581,52356,451,0.2925827,166.86696,5.8170301,208.9799,-11.95613,231.2828,95.09238,1.106723,2.197651,2.432191,0.0432847,1177.41002251547
785,52339,46,0.2926344,203.63985,60.145829,200.5956,-12.30352,82.32986,58.03485,0.410427,3.456469,1.418628,0.01188476,1177.41002251547
786,52319,201,0.09874844,206.15354,59.78594,572.5894,-12.06455,1150.625,232.1243,2.009511,2.466736,4.956933,0.01163125,1177.41002251547
1833,54561,404,0.08061591,227.77675,5.6896995,381.1379,-11.17075,1798.636,136.9852,4.719121,2.782328,13.13014,0.03415782,1177.41002251547
830,52293,275,0.1338193,132.86534,41.582952,494.2397,-9.760787,344.5515,250.3204,0.6971344,1.974429,1.376442,0.02336936,1177.41002251547
862,52325,109,0.125339,125.577,33.091132,333.5002,-6.249569,270.5151,168.3608,0.8111392,1.980866,1.606758,0.03961057,1177.41002251547
1165,52703,430,0.1935251,227.07065,52.094925,447.7263,-21.15854,144.2442,198.1584,0.3221706,2.259436,0.7279238,0.01799189,1177.41002251547
1356,53033,477,0.08993892,150.64873,40.104148,278.573,-13.25271,351.6866,147.6963,1.262458,1.88612,2.381146,0.009690795,1177.41002251547
1583,52941,589,0.2573746,120.4065,21.025911,200.2067,-25.36573,266.5927,97.44653,1.331587,2.054529,2.735784,0.04427049,1096.39804708629
1428,52998,497,0.1439386,156.75013,39.134698,1096.649,-16.16726,1161.693,574.428,1.059312,1.909115,2.022348,0.01246493,1177.41002251547
1429,52990,519,0.2819184,157.94945,44.238811,240.3168,-18.29333,96.0989,94.14974,0.3998842,2.552496,1.020703,0.009729442,1177.41002251547
1399,53172,497,0.2015757,228.10127,38.853554,268.5352,-18.87375,894.5275,119.8499,3.331137,2.240595,7.463729,0.01717531,1177.41002251547
1353,53083,390,0.2723617,227.12586,36.26932,173.6166,-14.95415,107.6917,100.1449,0.6202849,1.733653,1.075359,0.01783969,1177.41002251547
1620,53137,392,0.1299742,175.19829,7.5161975,1080.375,-18.56103,529.652,515.5762,0.4902482,2.095471,1.027301,0.03729139,1050.6753151664
1696,53116,445,0.2983111,196.23715,13.47949,216.2386,-11.41586,89.32539,76.20525,0.4130872,2.837582,1.172169,0.02057515,1177.41002251547
1770,53171,58,0.2664749,193.15063,14.037225,457.1269,-12.21636,686.9539,216.8051,1.502764,2.108469,3.168532,0.02469303,1177.41002251547
1781,53297,444,0.119668,123.73371,53.425999,2075.774,-18.80546,935.9116,927.2493,0.4508736,2.238636,1.009342,0.02796271,1177.41002251547
1783,53386,491,0.2830327,127.28813,56.210113,146.8198,-9.224024,341.4771,84.03814,2.325825,1.747061,4.063359,0.04020003,1177.41002251547
400,51820,59,0.08114392,23.866024,-0.7466661,406.8694,-8.953646,123.2108,152.8462,0.3028265,2.661953,0.8061098,0.03037178,1177.41002251547
401,51788,31,0.08236677,26.68677,-0.67867486,1569.859,-35.35622,653.2566,793.338,0.4161244,1.978802,0.8234278,0.03408249,1177.41002251547
1757,53083,417,0.2716733,124.97892,7.926256,247.4032,-19.48506,249.1809,100.4311,1.007185,2.463413,2.481113,0.01773441,1177.41002251547
1738,53051,608,0.1790164,136.33666,10.364084,230.1403,-9.066934,247.7852,101.8303,1.07667,2.260038,2.433316,0.03796824,1177.41002251547
2034,53466,195,0.1788749,166.71187,34.82797,234.2355,-17.77378,268.4451,96.09831,1.146048,2.437457,2.793443,0.01813839,1177.41002251547
1848,54180,98,0.1842478,233.42143,26.506896,298.9834,-25.09204,321.9455,115.551,1.0768,2.587458,2.786176,0.04662476,1177.41002251547
1953,53358,394,0.1407805,151.52716,31.525472,276.1006,-10.15857,312.2925,119.6835,1.131082,2.306923,2.60932,0.01565224,1177.41002251547
2006,53476,618,0.1863378,196.78653,34.406074,1308.8,-11.47021,615.4768,680.9434,0.4702603,1.92204,0.903859,0.01296698,1177.41002251547
2168,53886,572,0.2433211,237.21498,21.342122,192.8369,-25.04896,135.9505,91.35013,0.7050025,2.110965,1.488236,0.03544344,1177.41002251547
2128,53800,6,0.2868546,214.9518,23.773757,145.7807,-16.89845,168.5757,61.12998,1.156366,2.384765,2.757661,0.01888143,1040.66725811162
2216,53795,317,0.2545126,169.44857,26.362982,236.4704,-8.508399,250.4072,112.1865,1.058937,2.107832,2.232061,0.01421729,1177.41002251547
2435,53828,233,0.1793057,136.25626,16.723883,268.4637,-15.90825,422.9169,109.6089,1.575323,2.449288,3.858418,0.03241206,1177.41002251547
2477,54058,238,0.1404258,159.99283,22.941853,323.601,-16.57031,425.2684,125.2984,1.314175,2.582642,3.394044,0.0189071,1173.33565492291
2370,53764,544,0.1091317,148.22158,18.415421,234.8477,-10.64598,93.84311,94.88728,0.3995913,2.475018,0.9889956,0.02367934,1177.41002251547
2366,53741,98,0.1598101,156.19491,20.907579,318.4315,-11.40867,850.6433,132.7381,2.671354,2.398946,6.408434,0.01814545,1177.41002251547
2643,54208,579,0.2766406,181.11934,23.399383,180.6547,-9.631937,214.4803,80.66665,1.187239,2.239521,2.658848,0.02338075,1177.41002251547
2644,54210,576,0.2660842,182.95285,23.398879,210.6643,-16.20663,112.7941,85.39719,0.535421,2.466877,1.320818,0.02777009,1177.41002251547
2646,54479,531,0.1605642,186.4974,23.359617,296.2476,-9.843628,210.8583,126.3904,0.7117637,2.34391,1.66831,0.01760538,1177.41002251547
2769,54527,624,0.06490238,209.14366,21.631232,211.1907,-9.371488,282.3914,81.26334,1.33714,2.598843,3.475016,0.02506356,1177.41002251547
2497,54154,391,0.2556543,170.51931,24.861655,188.4339,-12.74624,106.6549,76.90091,0.5660068,2.450347,1.386913,0.01467757,1177.41002251547
2501,54084,473,0.1451165,172.57599,25.096238,183.6993,-17.2509,50.24492,78.30245,0.2735173,2.346022,0.6416775,0.01665425,1177.41002251547
2658,54502,558,0.2759559,186.56827,25.552774,293.2223,-22.72231,79.55003,129.1767,0.271296,2.269931,0.6158232,0.01647489,1115.00836927322
2659,54498,353,0.1335687,186.62916,25.422829,190.1652,-4.889571,259.1126,96.65524,1.362566,1.967459,2.680792,0.01372859,1177.41002251547
2588,54174,309,0.1989077,152.59567,14.216937,797.6835,-40.21148,9043.744,353.6935,11.33751,2.255296,25.56944,0.03759564,1177.41002251547
2590,54175,607,0.1880206,157.1663,15.772572,713.6327,-12.77015,450.7041,305.2498,0.6315632,2.337864,1.476509,0.02671519,1177.41002251547
2594,54177,415,0.1856734,158.63165,15.921855,256.7258,-5.97614,365.7582,157.3131,1.424704,1.631941,2.325033,0.03400259,1177.41002251547
511,52636,126,0.05791176,170.53917,1.2887511,898.73,-25.01033,930.0758,485.4386,1.034878,1.851377,1.915949,0.0308541,1177.41002251547
663,52145,515,0.1347716,25.079413,-9.3529181,249.646,-8.610648,47.50024,116.8942,0.1902704,2.135657,0.4063523,0.02704764,1177.41002251547
740,52263,549,0.2349658,342.6056,14.331151,802.0439,-9.961286,1340.578,492.5225,1.671452,1.628441,2.721861,0.04355999,1177.41002251547
742,52263,345,0.1271069,343.84285,14.367956,301.0006,-7.117387,604.8658,78.31405,2.009517,3.843508,7.723593,0.05052872,1177.41002251547
570,52266,517,0.1550926,146.1662,3.8278205,881.9582,-10.3543,268.0933,548.6462,0.303975,1.607517,0.4886451,0.03895953,1177.41002251547
755,52235,246,0.2954466,115.0843,31.311484,551.2612,-27.55352,157.6258,240.5609,0.2859368,2.291566,0.6552429,0.0404552,1177.41002251547
828,52317,539,0.2331314,130.19567,40.113067,324.2426,-24.10983,84.8165,147.6129,0.2615834,2.196574,0.5745874,0.03188323,1164.5747153932
829,52296,275,0.1516362,130.51555,40.308699,503.3342,-5.502056,409.7254,373.9045,0.8140226,1.346157,1.095802,0.02932024,1177.41002251547
889,52663,79,0.2362878,116.99017,29.684181,201.1517,-13.547,317.1088,91.74319,1.576466,2.192551,3.456483,0.0359972,1177.41002251547
889,52663,116,0.2920454,116.68664,29.683071,604.874,-18.15448,127.0138,284.5761,0.2099839,2.125526,0.4463263,0.03480899,1177.41002251547
937,52707,442,0.2005123,137.80576,40.019757,448.1042,-24.04026,133.0676,209.3941,0.2969568,2.140004,0.6354887,0.01431646,1177.41002251547
877,52353,180,0.1251861,166.0985,50.567864,569.2746,-25.06226,710.3491,237.7277,1.247815,2.39465,2.988079,0.01321272,1177.41002251547
1225,52760,9,0.06871108,176.97945,9.0413892,1617.351,-8.725917,4464.063,988.4275,2.760107,1.636287,4.516329,0.02361241,1177.41002251547
1227,52733,322,0.1417811,177.98364,11.117993,798.9273,-26.58827,960.2167,381.8657,1.201882,2.092168,2.51454,0.02880342,1177.41002251547
1598,53033,249,0.2244688,155.48514,10.040884,680.5911,-27.79018,542.0667,293.4948,0.7964646,2.31892,1.846938,0.03275076,1177.41002251547
1303,53050,378,0.2319457,142.38995,9.9380565,546.7529,-30.08647,1116.235,259.149,2.041571,2.109802,4.30731,0.03099299,1177.41002251547
1304,52993,428,0.05997318,144.17109,10.237739,541.8124,-8.880059,1726.694,253.3888,3.186885,2.138265,6.814405,0.02985975,1177.41002251547
1305,52757,404,0.2408025,146.09225,10.627728,561.9328,-21.49004,97.0105,215.9426,0.1726372,2.602232,0.4492421,0.01903713,1177.41002251547
1752,53379,401,0.2130904,168.31857,15.41319,413.2579,-10.29509,1262.468,201.3315,3.054916,2.052624,6.270596,0.01582789,1177.41002251547
1465,53082,534,0.08637511,205.68155,46.706672,1056.636,-21.48386,682.9064,501.222,0.6463022,2.108121,1.362483,0.02977395,1177.41002251547
1415,52885,144,0.1534853,253.96405,21.767169,5517.438,-27.59008,11341.38,2560.953,2.055553,2.154447,4.428579,0.04940232,1177.41002251547
1365,53062,378,0.1437301,169.27666,44.22592,2177.18,-8.205224,1974.528,1118.539,0.9069203,1.946449,1.765274,0.01361628,1177.41002251547
1375,53084,424,0.06003489,197.73409,44.737113,308.9246,-11.1073,1051.693,124.9347,3.404368,2.47269,8.417946,0.01627458,1177.41002251547
1280,52738,601,0.05513978,196.44584,50.67612,960.4821,-26.87394,761.02,414.3771,0.7923313,2.317894,1.83654,0.008821012,1177.41002251547
1287,52728,402,0.0703766,215.01789,47.121336,566.0908,-8.029328,988.0059,238.8471,1.745314,2.370097,4.136562,0.01151033,1177.41002251547
1443,53055,9,0.07152948,174.24034,41.22181,335.3468,-16.46007,191.1984,148.4369,0.5701513,2.259187,1.288079,0.01750243,1058.81866059618
1445,53062,246,0.07126701,175.01415,41.250982,1089.594,-10.45283,700.3274,559.7227,0.6427414,1.946668,1.251204,0.01763783,1177.41002251547
1625,53140,134,0.08044197,184.87863,6.7262316,2319.595,-25.66527,534.6088,1068.148,0.230475,2.171605,0.5005008,0.01794412,1177.41002251547
1790,53876,17,0.1319522,192.62119,6.6029259,1222.822,-21.53894,1316.294,598.764,1.07644,2.042244,2.198353,0.02493204,1177.41002251547
1790,53876,598,0.2248498,192.05838,7.5282883,532.0936,-16.67361,161.7188,240.9065,0.3039291,2.208714,0.6712925,0.02217674,1041.89353524933
1628,53474,594,0.1034894,189.97567,7.6982984,524.9453,-12.89534,1274.534,219.6186,2.427936,2.390259,5.803396,0.022532,1177.41002251547
1794,54504,331,0.2724296,194.41389,8.1588068,725.9919,-15.80562,270.0782,274.0435,0.3720127,2.649185,0.9855303,0.02747553,1177.41002251547
1795,54507,428,0.1476286,196.95696,8.05499,501.9947,-15.17319,141.8049,265.5635,0.2824829,1.8903,0.5339774,0.03022574,1177.41002251547
1626,53472,609,0.08494692,186.93695,8.697341,1185.562,-18.25697,1439.209,496.9033,1.213947,2.385902,2.896357,0.01795274,1177.41002251547
2027,53433,603,0.1194845,180.20492,39.08073,463.9144,-21.05982,498.7812,199.3613,1.075158,2.327003,2.501896,0.01575438,1177.41002251547
1972,53466,125,0.1232716,175.05774,39.242391,302.505,-15.72046,204.8632,127.6128,0.6772227,2.370491,1.60535,0.016499,1177.41002251547
1810,53794,439,0.2848062,213.16348,9.5134455,483.3466,-16.20432,345.608,254.9738,0.7150316,1.895672,1.355465,0.02040002,1177.41002251547
1812,53795,611,0.2660334,219.00666,9.1385583,190.3085,-11.01737,170.2822,99.42579,0.8947693,1.914076,1.712656,0.02899786,1177.41002251547
982,52466,208,0.2969182,311.36544,-0.54340801,435.4591,-25.10911,184.9666,180.2392,0.4247623,2.416006,1.026228,0.08111223,1177.41002251547
982,52466,175,0.2428514,311.59198,-0.48408186,169.6053,-15.57647,172.2673,65.12514,1.015695,2.604299,2.645174,0.07965833,1177.41002251547
1116,52932,62,0.2997738,312.77093,-0.550779,137.2711,-10.28293,101.2485,57.2265,0.7375807,2.398733,1.769259,0.103258,1177.41002251547
1865,53312,527,0.2009031,112.81526,43.495725,465.7447,-17.57778,178.3413,210.5914,0.3829165,2.211603,0.8468592,0.05124795,1177.41002251547
2014,53460,440,0.2473611,207.08974,38.563637,574.8809,-33.81898,216.5267,222.9973,0.3766462,2.577972,0.9709834,0.01339908,1146.12328319404
2037,53446,605,0.2532032,171.5084,38.691533,145.2769,-18.32136,105.9961,49.59928,0.7296142,2.929012,2.137049,0.01520383,1177.41002251547
1996,53436,84,0.1173056,171.96731,38.764896,241.5264,-8.237276,527.9985,130.1533,2.18609,1.855708,4.056744,0.01883013,1177.41002251547
1921,53317,635,0.1393546,119.60191,17.184858,662.5277,-18.79483,699.8894,280.4589,1.056393,2.362298,2.495515,0.0292961,1177.41002251547
2130,53881,193,0.1378857,214.75782,28.161485,733.3643,-15.75882,213.045,336.6671,0.2905037,2.178307,0.6328062,0.01176882,1177.41002251547
2793,54271,614,0.2445893,229.93712,19.231477,167.6293,-17.12552,246.0137,84.94688,1.467605,1.973343,2.896089,0.0504904,1177.41002251547
2790,54555,390,0.06664931,221.63487,20.772152,240.621,-9.281059,594.3375,115.9193,2.470015,2.075763,5.127167,0.02535267,1177.41002251547
2790,54555,469,0.1138323,222.19716,20.734801,320.4177,-20.66209,280.2458,139.0766,0.8746265,2.303894,2.015047,0.02823022,1177.41002251547
2271,53726,635,0.2074451,126.89117,17.936998,192.2483,-13.51881,80.05849,89.28738,0.4164329,2.153141,0.8966385,0.03396577,1105.73583416549
2293,53730,254,0.05704924,142.18326,22.400742,408.5555,-8.065066,132.0187,195.2733,0.3231353,2.092224,0.6760715,0.02531273,1177.41002251547
2346,53734,45,0.06456219,154.77829,23.310491,2017.347,-33.16651,1743.447,875.3422,0.8642273,2.304639,1.991732,0.01904893,1177.41002251547
2658,54502,154,0.2679392,186.41482,24.976774,405.8358,-8.45701,976.8376,230.4356,2.406978,1.761168,4.239091,0.01783786,1177.41002251547
2663,54234,277,0.1221209,197.03792,24.411455,602.1533,-16.72036,349.5435,286.5405,0.5804893,2.101459,1.219875,0.01432882,1177.41002251547
2367,53763,484,0.2057957,158.25121,23.152148,283.2497,-18.4391,159.0881,115.4775,0.561653,2.452857,1.377655,0.01712647,1177.41002251547
2781,54266,54,0.2273309,231.8641,15.683383,808.6509,-9.630789,659.8942,453.6814,0.8160433,1.78242,1.454532,0.0342421,1177.41002251547
2656,54484,131,0.05026987,181.83257,24.198864,1813.709,-28.28315,483.6237,811.8341,0.2666491,2.234088,0.5957174,0.02270934,1124.67356602421
2619,54506,459,0.1093393,201.24088,20.345432,501.1161,-17.38994,267.0506,190.2855,0.5329116,2.633495,1.40342,0.01893883,1177.41002251547
408,51821,378,0.2068033,39.146117,0.85745848,378.4769,-30.3925,3579.626,154.1116,9.457978,2.455862,23.22749,0.02623028,1177.41002251547
312,51689,30,0.1300234,230.14729,-0.34444197,479.098,-8.366586,528.1598,268.2488,1.102404,1.786021,1.968918,0.05036299,1177.41002251547
2460,54616,19,0.2402691,205.80584,65.686238,322.6472,-21.6466,211.0605,123.1378,0.6541525,2.620213,1.714019,0.01926277,1177.41002251547
432,51884,219,0.2727662,114.54202,39.082491,210.1074,-9.920923,170.5499,110.7952,0.8117273,1.896357,1.539325,0.0514164,1177.41002251547
578,52339,200,0.05251931,160.72059,4.2447561,522.3719,-10.11145,451.2064,280.6844,0.8637645,1.861065,1.607522,0.03170858,1177.41002251547
766,52247,306,0.09810995,137.04307,50.15643,850.0714,-15.91519,707.5056,362.7499,0.8322897,2.343409,1.950395,0.01364842,1177.41002251547
594,52045,86,0.09767855,236.96642,2.9307922,465.8284,-5.572342,1073.887,313.2542,2.305327,1.487062,3.428164,0.0960599,1177.41002251547
595,52023,279,0.1961069,238.51653,2.7917923,464.6439,-15.70947,524.2864,176.6906,1.128362,2.629703,2.967257,0.1153896,1177.41002251547
914,52721,610,0.1472325,209.36406,-1.4444475,444.7522,-16.46975,122.694,195.3681,0.2758705,2.276484,0.6280146,0.04622707,1177.41002251547
918,52404,451,0.2813112,217.11409,-1.312763,197.8757,-24.07688,399.9801,90.16534,2.021371,2.194587,4.436074,0.03784751,1177.41002251547
919,52409,336,0.09326275,218.31299,-1.3554533,1371.639,-14.40401,387.5909,598.249,0.2825749,2.292757,0.6478755,0.03639857,1177.41002251547
970,52413,586,0.2644171,185.4758,50.264695,383.0205,-21.73792,158.0946,167.0095,0.4127575,2.293405,0.9466203,0.01251612,1177.41002251547
971,52644,520,0.2628087,187.18674,50.29757,264.0434,-12.76067,262.2701,126.8045,0.9932839,2.082288,2.068303,0.0150969,1177.41002251547
971,52644,558,0.2611273,187.85684,50.370237,222.6523,-13.87736,869.6079,113.9808,3.905677,1.953419,7.629426,0.01505892,1177.41002251547
1162,52668,63,0.104757,220.521,54.984637,184.9645,-12.90733,222.7732,74.56927,1.204411,2.480438,2.987467,0.01262257,1177.41002251547
1164,52674,480,0.2814417,224.8786,53.387968,241.9292,-11.59194,157.8203,114.7558,0.6523406,2.10821,1.375271,0.0129508,1177.41002251547
1288,52731,484,0.2551087,218.52999,45.458958,199.0134,-22.61382,68.51128,90.52952,0.3442546,2.198326,0.7567839,0.01087902,1177.41002251547
1289,52734,380,0.08815604,219.90144,44.917869,435.9234,-8.582428,193.5866,198.5008,0.444084,2.196079,0.9752437,0.01555808,1177.41002251547
1404,52825,562,0.2776693,239.48018,33.273866,312.0501,-20.61713,437.1541,131.9055,1.40091,2.36571,3.314147,0.0311321,1177.41002251547
1616,53169,453,0.151114,189.38998,13.318479,540.9727,-19.26283,450.8755,263.1226,0.8334533,2.055972,1.713557,0.04049459,1177.41002251547
1439,53003,527,0.1872149,168.35097,42.854695,348.8257,-22.93061,339.6116,151.8624,0.9735855,2.296985,2.236311,0.01439886,1177.41002251547
1364,53061,32,0.2625721,169.35057,42.912745,159.1538,-13.02275,54.4593,77.3385,0.3421803,2.057886,0.704168,0.01754723,1177.41002251547
1352,52819,226,0.2541139,225.71619,36.431539,277.111,-18.64476,174.6787,122.2754,0.6303563,2.266285,1.428567,0.01309787,1177.41002251547
1353,53083,247,0.1995841,228.01866,35.297582,237.1274,-19.66203,230.7206,96.26034,0.9729818,2.463397,2.39684,0.01247143,1177.41002251547
1448,53120,208,0.1709027,180.69824,41.435102,434.889,-17.2839,228.0265,179.5571,0.5243326,2.422009,1.269939,0.01008889,1105.04738274851
1350,52786,247,0.2959745,220.96363,37.877341,280.5206,-10.4734,205.2568,125.3594,0.7316993,2.237732,1.637347,0.007795034,1177.41002251547
1351,52790,288,0.2425091,222.20279,37.493264,175.7206,-20.90005,99.11682,59.91582,0.5640592,2.932791,1.654268,0.008761017,1177.41002251547
1951,53389,349,0.1432967,150.4042,35.573094,1031.015,-28.43218,497.8965,501.8484,0.4829188,2.054435,0.9921253,0.01093102,1177.41002251547
1819,54540,140,0.1743191,231.9742,6.1719208,3329.567,-17.07933,2595.664,1574.868,0.7795799,2.114187,1.648178,0.0376597,1177.41002251547
1837,53494,438,0.26186,240.26661,4.8910067,283.3523,-13.76601,334.2798,114.8245,1.179732,2.467699,2.911224,0.05418695,1177.41002251547
1825,53504,468,0.09874205,213.18692,7.0251231,283.3239,-8.328116,110.0793,138.0754,0.3885281,2.051951,0.7972406,0.02184514,1177.41002251547
1828,53504,639,0.1753519,220.21649,6.3643846,174.6224,-9.158304,80.97861,101.476,0.4637354,1.720825,0.7980075,0.03261844,1177.41002251547
1675,53466,428,0.2581467,221.39478,46.643204,525.9301,-30.38753,198.8634,222.6844,0.3781177,2.361773,0.8930281,0.01400167,1177.41002251547
1392,52822,97,0.08539297,240.93522,26.780951,1228.682,-17.30336,530.0175,575.6383,0.4313706,2.13447,0.9207475,0.04054544,1177.41002251547
1419,53144,253,0.1312187,242.1342,31.775196,431.9304,-22.7963,115.6366,215.4036,0.2677203,2.005215,0.5368367,0.03262405,1177.41002251547
1423,53167,542,0.1121617,251.23636,25.940115,269.4534,-9.42313,115.51,156.1189,0.4286828,1.72595,0.739885,0.05309257,1177.41002251547
1773,53112,333,0.1649692,198.52075,15.515065,929.8559,-14.14616,516.5317,460.7019,0.5554965,2.018346,1.121184,0.02057454,1177.41002251547
1707,53885,507,0.160683,215.78047,11.807354,332.0669,-18.41277,129.5809,158.2674,0.3902254,2.098139,0.8187471,0.0263954,1177.41002251547
1742,53053,249,0.2509959,145.28175,11.030008,271.0685,-30.58158,194.3237,120.6485,0.7168804,2.246762,1.61066,0.01818383,1177.41002251547
2088,53493,266,0.07318658,196.79802,39.759289,906.6174,-17.3097,413.6382,398.1835,0.4562434,2.276883,1.038813,0.01396825,1177.41002251547
1954,53357,120,0.144045,154.48782,34.812957,448.3868,-15.1496,1003.528,185.7548,2.238085,2.413864,5.402433,0.01486163,1177.41002251547
1842,53501,67,0.2753552,221.29225,30.832525,437.241,-8.26409,394.8153,223.4271,0.9029695,1.956974,1.767088,0.01091654,1177.41002251547
1943,53386,466,0.1269882,144.36909,32.763443,942.4144,-5.208287,752.4831,564.974,0.798463,1.668067,1.33189,0.01459367,1177.41002251547
2100,53713,169,0.275535,171.39409,33.193508,327.9344,-18.88474,136.0207,126.8506,0.4147803,2.585202,1.072291,0.01873451,1177.41002251547
2133,53917,399,0.2430296,216.67646,30.437998,169.3657,-17.67227,71.14457,72.62216,0.4200649,2.332149,0.9796537,0.0141519,1177.41002251547
2133,53917,152,0.1627311,217.9105,30.11416,439.0129,-12.37183,132.3329,210.6263,0.3014329,2.084322,0.6282831,0.01504647,1177.41002251547
2350,53765,202,0.1780103,154.62335,25.326586,266.0836,-16.17036,161.7304,122.6342,0.607818,2.169733,1.318803,0.02126157,1177.41002251547
2222,53799,122,0.2252099,176.6455,28.444999,201.9085,-10.08789,100.2947,103.319,0.4967334,1.954223,0.9707279,0.01623426,1177.41002251547
2660,54504,498,0.166743,190.44981,25.683484,290.3276,-8.431563,328.3429,136.5439,1.130939,2.126259,2.40467,0.01275215,1177.41002251547
2661,54505,497,0.295837,193.23757,25.417786,249.285,-12.99799,175.1696,99.4045,0.702688,2.507784,1.76219,0.009503389,1177.41002251547
2364,53737,458,0.08180236,151.79256,22.050363,2499.298,-37.89765,486.0229,1084.91,0.1944637,2.303692,0.4479845,0.02684204,1177.41002251547
2365,53739,85,0.2438472,154.31147,20.938605,148.0292,-9.828522,78.42334,50.13893,0.5297831,2.95238,1.564121,0.01920425,1177.41002251547
2653,54230,372,0.2904827,202.39762,22.269577,170.442,-9.977513,105.4236,63.79288,0.6185303,2.671803,1.652591,0.01574485,1177.41002251547
2654,54231,362,0.2371582,204.76255,22.011174,610.9196,-48.11798,3924.542,281.3234,6.423992,2.171592,13.95029,0.0114913,1080.00363298311
2770,54510,585,0.1698087,210.49383,21.256144,181.2095,-18.87961,283.5712,75.85664,1.56488,2.388842,3.738251,0.02118429,1177.41002251547
2647,54495,149,0.2602618,189.0019,21.77242,182.5531,-13.01991,424.6264,79.6586,2.326043,2.291693,5.330579,0.0230617,1177.41002251547
2649,54212,44,0.07574429,194.11427,21.521489,250.2085,-6.331135,542.6887,79.35218,2.168946,3.15314,6.838989,0.03467557,1177.41002251547
2652,54508,244,0.08912148,200.19448,21.14625,867.1748,-18.42751,433.9853,349.4027,0.5004589,2.481878,1.242078,0.02349956,1177.41002251547
2374,53765,509,0.2502376,155.22871,19.914261,276.6242,-15.52754,107.7729,141.3934,0.3896005,1.956416,0.7622204,0.02131199,1177.41002251547
2484,54144,436,0.1046958,163.02017,21.200588,420.698,-8.075994,624.6798,176.2041,1.484865,2.387561,3.545207,0.01887557,1177.41002251547
608,52081,69,0.2020252,222.67467,59.32691,350.499,-21.43836,235.0729,130.5207,0.6706808,2.68539,1.80104,0.009656042,1177.41002251547
608,52081,65,0.2973105,222.96478,59.233301,283.6123,-12.23297,75.36704,98.44727,0.2657397,2.880855,0.7655575,0.007235406,1177.41002251547
606,52365,479,0.1387746,214.65951,62.121792,218.4402,-9.599196,109.8764,89.64378,0.5030045,2.436758,1.2257,0.01667534,1177.41002251547
444,51883,555,0.1728147,129.14157,53.013696,251.5607,-12.51715,641.8922,127.3052,2.55164,1.976044,5.042154,0.037274,1177.41002251547
491,51942,17,0.2234785,172.92663,66.123184,304.2461,-17.70908,224.7087,139.2332,0.7385753,2.185154,1.613901,0.00947778,1177.41002251547
2955,54562,638,0.1392456,236.63386,1.8243979,306.9291,-12.57874,424.737,163.1214,1.383828,1.881599,2.603809,0.0937091,1177.41002251547
663,52145,101,0.1262406,25.27447,-10.163358,554.8982,-19.24392,283.3369,217.1765,0.5106106,2.555057,1.304639,0.02506177,1177.41002251547
664,52174,289,0.09021854,25.701277,-10.144476,656.4248,-11.49065,367.3177,326.8131,0.5595731,2.008564,1.123938,0.02252249,1177.41002251547
663,52145,173,0.1461308,25.019603,-9.708456,298.3823,-12.41982,327.1213,126.6372,1.096316,2.356197,2.583137,0.02500952,1177.41002251547
650,52143,231,0.1694081,359.53528,-10.478698,779.269,-20.2424,398.7996,407.6823,0.5117611,1.911462,0.9782116,0.0297133,1177.41002251547
651,52141,165,0.2406433,2.2689224,-10.574638,637.071,-18.50376,792.4745,289.9923,1.243934,2.196855,2.732743,0.02928106,1177.41002251547
648,52559,455,0.1969692,356.42612,-9.2484618,259.7549,-24.68626,219.6618,122.5509,0.8456503,2.119568,1.792414,0.02602842,1031.81706423327
554,52000,58,0.0760121,141.4761,53.599525,701.2894,-34.98404,117.5242,295.6063,0.167583,2.372376,0.39757,0.01496083,1071.6975169417
421,51821,307,0.1717544,14.291375,14.769523,835.9516,-3.91738,737.1542,856.78,0.8818145,0.9756899,0.8603775,0.04083612,1177.41002251547
424,51893,310,0.1283995,19.520143,14.532961,279.9139,-19.47851,265.927,132.099,0.9500315,2.11897,2.013088,0.03017407,1050.98727420618
421,51821,405,0.1089964,15.013213,15.849506,1035.815,-13.48103,1372.571,476.0303,1.325112,2.175944,2.883368,0.0683775,1177.41002251547
512,51992,632,0.2408349,172.58749,2.3698501,341.7655,-6.774959,629.5302,178.8568,1.841994,1.910833,3.519744,0.02675483,1177.41002251547
514,51994,236,0.1338047,175.62293,2.4103132,257.556,-10.58795,198.5973,117.7755,0.771084,2.186838,1.686236,0.02018541,1177.41002251547
870,52325,377,0.2639813,142.01271,44.335887,159.4493,-14.06092,191.8855,73.7914,1.203427,2.160811,2.600378,0.01780828,1177.41002251547
942,52703,483,0.2362002,149.75816,44.87238,292.1795,-21.42061,108.4683,98.27499,0.3712384,2.973081,1.103722,0.01213885,1177.41002251547
930,52618,48,0.2849554,122.72396,28.103049,153.5899,-16.90939,45.09735,80.46994,0.2936219,1.908661,0.5604247,0.02622315,1177.41002251547
