#Table1
plate,mjd,fiberid,z,ra,dec,h_beta_flux,h_beta_eqw,oiii_5007_flux,h_gamma_flux,ratio_oiii_hbeta,ratio_hbeta_hgamma,ratio_oiii_hgamma,approx_ebv_sfd,fwhm_hbeta_kms
2746,54232,150,0.2413164,215.66096,14.615268,562.0349,-20.12148,359.2378,270.5311,0.6391735,2.077524,1.327898,0.01653431,1177.41002251547
2746,54232,494,0.2311233,215.41044,15.346088,592.7064,-13.22474,175.2354,286.8215,0.295653,2.066464,0.6109563,0.02053685,1177.41002251547
2512,53877,610,0.2906131,179.3498,18.364931,234.7424,-13.46578,174.4218,96.6448,0.743035,2.42892,1.804772,0.0304951,1177.41002251547
2588,54174,216,0.2828972,153.15765,14.964291,221.9071,-22.65905,210.2194,106.6489,0.9473305,2.080725,1.971135,0.03928533,1177.41002251547
2577,54086,332,0.2861157,138.57688,13.096372,865.0012,-25.68217,779.3357,370.9747,0.9009649,2.331699,2.100779,0.02290196,1177.41002251547
846,52407,596,0.1647449,190.8493,5.2462198,703.1163,-10.89302,605.4218,336.0616,0.861055,2.092224,1.80152,0.02104138,1177.41002251547
1920,53314,545,0.2976164,118.65752,18.211329,341.3695,-11.78939,182.6313,146.424,0.5349957,2.331377,1.247277,0.03806492,1177.41002251547
345,51690,583,0.1747584,243.17203,0.63103776,264.1435,-9.334589,606.0228,153.7668,2.294294,1.717819,3.941181,0.1057492,1177.41002251547
278,51900,42,0.2572901,167.59329,-0.9290365,221.0114,-13.71912,103.1458,80.21192,0.4666992,2.755343,1.285917,0.03448121,1177.41002251547
281,51614,137,0.2845678,172.02385,-0.98083429,335.1113,-16.84856,217.6866,137.8615,0.649595,2.430783,1.579024,0.02179218,1177.41002251547
288,52000,40,0.1570676,186.13501,-0.45871142,649.6841,-21.36001,118.1961,275.4456,0.1819285,2.358665,0.4291085,0.0214443,1089.75132892268
307,51663,166,0.1039815,219.69809,-0.13483641,227.4972,-7.165766,161.3141,119.4667,0.7090819,1.904274,1.350286,0.03412318,1177.41002251547
308,51662,115,0.138599,222.84591,-0.10720763,228.1259,-11.29815,312.775,104.7633,1.371063,2.177537,2.98554,0.04186231,1177.41002251547
308,51662,546,0.08045062,222.38627,0.37675752,645.6054,-19.48209,493.2704,257.8803,0.7640432,2.503508,1.912788,0.03854169,1097.76309245846
311,51665,560,0.1588225,228.3017,0.32707969,396.4657,-18.68555,307.0318,160.0813,0.7744221,2.476651,1.917974,0.04438306,1177.41002251547
312,51689,588,0.1143536,229.98572,0.27071861,1053.419,-23.68112,339.1495,449.0758,0.3219512,2.345749,0.7552167,0.05516367,1177.41002251547
334,51993,234,0.1949134,186.39499,-2.7991944,1323.058,-19.51475,554.1614,578.188,0.4188489,2.288283,0.958445,0.03131195,1177.41002251547
498,51984,321,0.1969083,209.48559,65.984167,651.6744,-29.28456,381.9645,302.1352,0.5861279,2.156897,1.264217,0.01416407,1177.41002251547
526,52312,457,0.2969392,200.20163,3.044586,478.4542,-11.92805,685.3511,175.8606,1.432428,2.720645,3.897128,0.02174388,1177.41002251547
608,52081,224,0.1333768,220.37548,59.467144,429.9839,-19.52023,151.9041,208.3293,0.3532786,2.063963,0.7291541,0.005787476,1177.41002251547
608,52081,168,0.2765597,221.19472,59.179848,257.3318,-18.24317,219.3366,129.1011,0.8523493,1.993258,1.698952,0.005223791,1177.41002251547
569,52264,134,0.2973706,143.64147,3.1125462,376.72,-9.370729,638.6322,189.3967,1.695244,1.989053,3.371929,0.02756801,1177.41002251547
570,52266,28,0.2072761,147.02733,3.3005333,414.2123,-20.09019,364.4577,152.6826,0.8798814,2.712898,2.387029,0.03599128,1177.41002251547
2880,54509,257,0.2886792,185.56212,3.9631631,294.9873,-28.03119,203.7943,116.7456,0.6908577,2.526754,1.745627,0.01550742,1177.41002251547
738,52521,159,0.09322783,338.41009,13.212118,1019.683,-13.5842,1575.034,447.5248,1.544632,2.278494,3.519434,0.05087659,1177.41002251547
392,51793,580,0.1210859,9.2490674,1.0956774,290.5656,-11.83501,113.4975,122.7983,0.3906088,2.366202,0.9242593,0.01776372,1177.41002251547
1337,52767,387,0.2411804,244.20652,38.328223,369.5755,-30.10429,90.80547,146.2919,0.245702,2.526289,0.6207142,0.01409589,1177.41002251547
1799,53556,127,0.1831636,201.28586,6.1867479,396.0905,-18.65082,1957.454,179.9873,4.941937,2.200658,10.87551,0.02751905,1177.41002251547
1305,52757,255,0.2167217,145.66068,9.1084511,295.2723,-11.5015,338.9653,139.6535,1.147975,2.114321,2.427188,0.02762637,1177.41002251547
1305,52757,227,0.2351108,145.86134,9.1805686,328.9883,-13.08971,357.463,173.4397,1.086552,1.896846,2.061022,0.02764094,1177.41002251547
1375,53084,87,0.1966696,198.78594,43.197877,973.7367,-33.23307,688.7623,417.4072,0.7073394,2.332822,1.650097,0.01253345,1177.41002251547
1376,53089,303,0.08570179,198.79196,43.429743,962.8816,-18.38226,265.8027,461.2412,0.2760492,2.087588,0.576277,0.01487093,1177.41002251547
1435,52996,608,0.08284797,165.56776,40.897252,287.7437,-8.68556,132.7832,131.0467,0.4614632,2.195734,1.01325,0.008355918,1177.41002251547
1824,53491,156,0.1328406,211.74732,6.5102638,304.9658,-12.70039,280.4497,131.0253,0.9196104,2.327533,2.140424,0.02504958,1177.41002251547
1805,53875,587,0.1443109,209.07416,7.2732011,235.5279,-5.645483,328.3584,166.9575,1.394138,1.410706,1.966719,0.02579399,1177.41002251547
1579,53473,440,0.2369864,238.43465,30.419039,452.4285,-18.74219,1317.096,227.3933,2.91117,1.98963,5.792151,0.02620752,1177.41002251547
1732,53501,376,0.2472096,244.42914,8.0119913,153.421,-8.40977,54.53053,71.9464,0.3554308,2.132434,0.7579327,0.05115565,1177.41002251547
2108,53473,410,0.1247337,181.39619,39.05347,229.0101,-11.17273,37.03099,78.71806,0.1617002,2.909245,0.4704256,0.02051168,1177.41002251547
2141,53764,449,0.2009118,221.82909,30.119406,211.1021,-15.58109,212.002,76.19903,1.004263,2.770404,2.782215,0.0120698,1177.41002251547
2158,54209,286,0.06911041,228.38906,22.155249,256.338,-14.03718,272.3332,128.565,1.062399,1.993839,2.118253,0.0426547,1177.41002251547
2168,53886,484,0.264278,236.93141,20.871295,2333.71,-7.715301,3964.664,1383.448,1.698867,1.686879,2.865784,0.03704375,1177.41002251547
2792,54556,89,0.1705441,227.3075,17.952793,1935.623,-21.37863,2261.198,808.3079,1.168202,2.394661,2.797447,0.02359944,1177.41002251547
2780,54557,331,0.1807978,227.48303,17.89887,501.4729,-15.91409,268.6488,214.4405,0.5357195,2.338517,1.252789,0.02561387,1177.41002251547
2220,53795,632,0.1280801,175.78689,29.696984,466.5686,-26.30816,170.0644,210.7899,0.3645003,2.21343,0.8067959,0.01702142,1099.62076146981
2268,53682,355,0.1123611,120.58624,13.855245,264.2587,-8.019603,254.9505,94.65681,0.9647764,2.791756,2.69342,0.02746453,1177.41002251547
2239,53726,586,0.227234,193.15866,30.037221,482.3421,-27.71979,234.4001,223.7446,0.4859623,2.155771,1.047623,0.009972349,1177.41002251547
2661,54505,550,0.1956688,193.53826,25.923542,280.6693,-8.94461,486.2263,117.8388,1.732381,2.381807,4.126198,0.008645498,1177.41002251547
2662,54505,445,0.2745785,195.57303,25.720622,285.3338,-9.943538,191.7829,145.5802,0.6721352,1.959976,1.317369,0.01297033,1177.41002251547
2477,54058,31,0.1403208,161.94963,22.957903,229.9304,-14.17795,198.6679,101.6118,0.8640347,2.262832,1.955166,0.02235064,1177.41002251547
2657,54502,333,0.2251894,183.25408,25.947781,200.8296,-16.00509,79.6893,89.27643,0.3968005,2.249526,0.892613,0.0222512,1177.41002251547
2610,54476,281,0.2152578,183.10377,18.988941,1405.733,-29.05125,1898.426,629.9006,1.350488,2.231675,3.013851,0.02610488,1177.41002251547
2762,54533,474,0.2236307,220.10699,16.558905,347.4958,-16.85446,197.1497,130.8277,0.5673441,2.656133,1.506942,0.02551706,1177.41002251547
2603,54479,54,0.2660362,197.05821,16.248739,229.9013,-21.88894,77.82804,102.8377,0.3385281,2.235574,0.7568045,0.02140659,1177.41002251547
993,52710,259,0.262495,144.85975,5.325383,215.7419,-11.48072,145.7625,92.77479,0.6756334,2.325437,1.571143,0.04499931,1177.41002251547
989,52468,606,0.2761437,324.73911,1.1186132,481.5395,-28.08406,896.1463,203.9842,1.861003,2.36067,4.393213,0.04685589,1177.41002251547
2426,53795,239,0.1168598,128.85631,10.823811,396.0492,-7.936279,452.4445,190.3503,1.142395,2.080634,2.376905,0.03206256,1177.41002251547
2576,54086,325,0.2169552,136.48728,12.533718,304.1581,-12.91278,114.3412,140.6369,0.3759267,2.162719,0.8130237,0.0201907,1177.41002251547
344,51693,2,0.2503763,241.35644,-1.1754375,231.7881,-26.69195,160.7009,93.95647,0.6933095,2.466973,1.710376,0.1474502,1177.41002251547
346,51693,300,0.2531815,243.50129,-1.1683561,210.5464,-6.912833,204.1823,126.639,0.9697735,1.662571,1.612318,0.126193,1177.41002251547
284,51943,472,0.1286608,178.14581,-0.095211432,461.1267,-10.22255,410.902,224.7178,0.8910828,2.052026,1.828525,0.02155319,1177.41002251547
616,52442,557,0.2453282,235.81844,54.090571,315.3972,-12.26346,197.8905,133.122,0.6274328,2.369234,1.486535,0.01273803,1177.41002251547
651,52141,72,0.2243878,3.1001139,-10.37397,615.1833,-6.861025,11.05519,334.1148,0.01797055,1.841233,0.03308798,0.03209119,1177.41002251547
640,52200,344,0.2655702,320.20453,-6.9661195,365.5533,-11.13828,108.3286,185.9448,0.2963415,1.965923,0.5825846,0.186799,1177.41002251547
659,52199,111,0.1784386,17.791822,-10.275488,813.9739,-8.693794,501.3112,512.8145,0.6158812,1.587268,0.9775684,0.02869243,1177.41002251547
572,52289,571,0.2223244,150.32214,4.6670078,213.3553,-13.8382,173.0619,98.05291,0.8111441,2.17592,1.764985,0.0200951,1177.41002251547
839,52373,552,0.07423857,177.15164,5.2690412,577.2409,-10.6478,1536.626,307.6238,2.662019,1.876451,4.995148,0.01603909,1177.41002251547
588,52045,354,0.2864626,222.21994,3.9662994,181.4231,-11.57595,196.4472,81.81526,1.082812,2.217473,2.401107,0.03441067,1177.41002251547
786,52319,150,0.2376035,207.01705,60.525189,687.257,-20.23636,409.9644,326.6288,0.5965227,2.104092,1.255138,0.01388818,1177.41002251547
786,52319,151,0.1433177,206.87796,60.628576,343.2793,-15.77782,361.2381,160.6881,1.052316,2.136308,2.24807,0.0144202,1177.41002251547
1833,54561,428,0.1760874,228.32104,6.0198521,199.7138,-15.48563,122.6722,77.13823,0.6142399,2.589038,1.59029,0.03150649,1177.41002251547
939,52636,105,0.1503794,142.70114,40.746485,364.523,-19.38295,121.7449,155.8773,0.3339842,2.338525,0.7810304,0.01218547,1177.41002251547
1235,52734,275,0.1087411,147.57335,7.0549758,273.1698,-15.47302,200.5664,108.8136,0.7342185,2.510439,1.843211,0.02927246,1177.41002251547
1227,52733,435,0.1605024,178.42152,10.298329,2500.023,-17.6499,5006.94,1033.369,2.002758,2.419293,4.845258,0.02632923,1177.41002251547
1227,52733,503,0.2373001,179.05129,10.291022,315.1209,-20.16942,99.13434,129.5024,0.3145914,2.433321,0.7655017,0.01835633,1177.41002251547
1333,52782,359,0.07263915,234.62826,44.677379,729.6819,-14.13902,190.7131,334.1286,0.2613648,2.183835,0.5707775,0.0143374,1177.41002251547
1401,53144,625,0.2978033,235.04659,36.025707,230.1957,-13.58244,211.5858,83.32288,0.9191563,2.762694,2.539348,0.02169149,1177.41002251547
1460,53138,481,0.07328262,198.71469,42.305367,1632.135,-23.26122,392.7844,804.5279,0.2406567,2.028687,0.4882172,0.01271768,1177.41002251547
1794,54504,190,0.2318723,195.26462,6.9532612,462.8033,-13.26706,454.339,220.6699,0.981711,2.097265,2.058908,0.02759074,1177.41002251547
1230,52672,35,0.2767026,185.80069,9.8382744,256.675,-8.148184,177.7664,150.8298,0.6925742,1.701752,1.17859,0.0238867,1177.41002251547
1806,53559,397,0.147076,207.7259,9.7008405,577.861,-16.13834,651.8097,248.5763,1.12797,2.324683,2.622172,0.03104319,1177.41002251547
1844,54138,172,0.1089337,225.88375,29.839963,523.222,-10.66031,1091.759,261.7527,2.086607,1.998917,4.170954,0.01852015,1177.41002251547
1936,53330,146,0.243592,137.84084,29.342208,154.1413,-14.15835,181.068,85.33381,1.174688,1.806333,2.121879,0.0211167,1177.41002251547
1939,53389,80,0.2618748,143.37079,29.292816,252.6222,-15.8781,213.4891,123.5907,0.8450924,2.044023,1.727388,0.01530359,1177.41002251547
2003,53442,60,0.258242,186.89382,35.280694,360.3311,-19.50341,94.64297,152.7924,0.2626556,2.358305,0.6194219,0.01187098,1177.41002251547
2121,54180,116,0.2669871,211.21321,31.853907,463.0295,-27.46744,90.8343,222.224,0.1961739,2.083616,0.4087511,0.01155628,1177.41002251547
2092,53460,9,0.2402221,168.38227,30.347998,335.5884,-11.76567,167.1128,130.3395,0.4979696,2.574725,1.282135,0.01705953,1177.41002251547
2128,53800,38,0.08407886,215.38102,24.14583,1254.359,-16.41068,603.4034,582.6376,0.4810453,2.152897,1.035641,0.01668228,1177.41002251547
2136,53494,358,0.1042794,217.03255,23.622994,603.2328,-7.766845,770.651,334.6647,1.277535,1.802499,2.302756,0.04424916,1177.41002251547
2136,53494,160,0.1003266,218.68728,23.295217,973.4492,-12.76616,1767.163,525.7532,1.815362,1.851533,3.361202,0.02613252,1177.41002251547
2148,54526,56,0.06334238,224.67809,21.602767,3732.288,-42.39383,4239.714,1645.341,1.135956,2.268397,2.576799,0.03465949,1177.41002251547
2150,54510,195,0.2693453,224.92223,21.482518,215.3158,-16.36484,133.0752,96.80776,0.6180465,2.224159,1.374633,0.03652574,1177.41002251547
403,51871,196,0.1625108,29.218443,-0.20612271,268.6348,-12.41595,152.6679,140.7492,0.5683103,1.908607,1.084681,0.02811566,1024.82173669349
2292,53713,272,0.1721864,143.44901,21.243457,485.8723,-10.05606,844.4289,255.0894,1.737965,1.904714,3.310326,0.02692252,1177.41002251547
2791,54556,520,0.222684,224.66841,19.871848,973.6503,-26.50432,385.2589,393.7687,0.3956851,2.472645,0.9783889,0.03693639,1177.41002251547
2490,54179,173,0.1385389,167.2336,18.804245,210.2945,-10.09739,199.1562,88.6134,0.9470349,2.373168,2.247473,0.02055532,1177.41002251547
283,51959,230,0.1714634,175.89735,-0.49510603,335.4453,-8.37755,1721.18,261.7305,5.131032,1.281644,6.576155,0.01692348,1177.41002251547
330,52370,257,0.06311294,178.02453,-3.5044191,1541.812,-14.52975,1706.014,811.7516,1.106499,1.899364,2.101645,0.02396363,1177.41002251547
495,51988,207,0.2817113,192.75191,66.05744,1639.537,-20.40405,776.9902,706.6,0.4739082,2.320319,1.099618,0.02076383,1177.41002251547
469,51913,499,0.2820843,134.81522,1.3001635,480.6036,-10.0957,188.694,227.9207,0.3926188,2.108644,0.8278933,0.04537706,1177.41002251547
652,52138,386,0.06170309,3.3974203,-9.8558098,832.3161,-10.32175,304.8154,396.4867,0.3662255,2.099228,0.7687908,0.03154779,1177.41002251547
758,52253,533,0.229676,121.92693,37.89227,714.3553,-29.09979,770.2638,286.3527,1.078264,2.494669,2.689913,0.04429812,1177.41002251547
762,52232,613,0.1254148,130.00058,44.627206,787.9079,-21.19194,242.9919,390.1492,0.3084013,2.019504,0.6228178,0.02007173,1177.41002251547
589,52055,41,0.1729297,226.61018,3.1166448,320.9311,-10.35681,351.859,157.3312,1.096369,2.039844,2.236422,0.03919193,1177.41002251547
595,52023,467,0.1306099,239.04087,3.1562004,2180.203,-23.12704,458.4244,812.2654,0.2102669,2.684102,0.5643776,0.1747492,1002.91539945024
617,52072,369,0.2456889,235.64518,57.694957,402.9271,-14.38473,357.9513,208.5098,0.8883772,1.932413,1.716712,0.0105775,1177.41002251547
774,52286,584,0.2636766,167.8469,61.657568,270.571,-9.87304,90.32134,121.6543,0.3338175,2.224098,0.7424428,0.008408034,1177.41002251547
312,51689,330,0.2171962,228.32586,1.1645862,479.4295,-15.58945,285.2503,202.206,0.5949786,2.370995,1.410692,0.04233318,1177.41002251547
917,52400,198,0.1251747,214.64502,-2.6328945,191.2414,-16.44374,229.0294,70.88089,1.197593,2.698067,3.231187,0.05350514,1177.41002251547
341,51690,425,0.1211107,200.67698,-2.4227957,962.584,-13.77688,289.64,521.0203,0.3008983,1.847498,0.5559092,0.03104608,1177.41002251547
340,51990,485,0.08373255,198.2737,-2.1775725,1447.242,-10.21055,1228.472,905.5444,0.8488361,1.598201,1.356611,0.02498139,1177.41002251547
341,51690,600,0.2229706,200.9698,-2.0171476,485.5947,-17.49601,178.0718,212.3167,0.3667086,2.287124,0.838708,0.03181288,1177.41002251547
1829,53494,426,0.2509063,220.91586,6.2390316,203.2464,-15.0217,412.0512,97.35907,2.027348,2.087596,4.232284,0.03129406,1177.41002251547
746,52238,473,0.2144246,352.03181,14.701805,230.8612,-11.88139,197.114,113.2217,0.8538205,2.039019,1.740956,0.06145877,1177.41002251547
747,52234,319,0.2697962,353.32012,14.817788,341.5314,-16.5515,399.5517,156.9346,1.169883,2.176265,2.545975,0.05304066,1177.41002251547
353,51703,633,0.1783359,259.75958,59.621068,1067.799,-21.96033,390.0902,483.8322,0.3653217,2.206962,0.8062511,0.02112782,1177.41002251547
889,52663,259,0.2510665,115.70724,28.917068,200.2373,-23.42705,78.37235,85.47506,0.3913974,2.34264,0.9169031,0.02837855,1177.41002251547
889,52663,516,0.2370949,117.03543,30.176792,146.9307,-9.588707,54.23781,55.33111,0.3691388,2.65548,0.9802408,0.04002979,1177.41002251547
860,52319,513,0.1610076,121.45728,29.911638,223.9115,-11.66537,478.2976,117.1568,2.136101,1.911213,4.082544,0.03691854,1177.41002251547
870,52325,496,0.2415524,142.33304,43.687934,207.8045,-13.63946,138.4594,75.70926,0.6662964,2.74477,1.82883,0.0190464,1177.41002251547
938,52708,489,0.2448151,139.86044,40.596756,176.6629,-16.7385,156.1834,74.43782,0.8840756,2.373295,2.098172,0.01340365,1177.41002251547
934,52672,201,0.06557366,131.48613,34.160063,306.4191,-6.948872,380.095,157.4249,1.240441,1.946447,2.414453,0.02511301,1177.41002251547
1290,52734,264,0.2627973,222.4404,42.378666,384.6723,-17.24875,222.959,161.5879,0.5796076,2.380576,1.3798,0.01457575,1177.41002251547
1338,52765,49,0.07238188,247.96763,34.891316,558.3536,-10.88384,208.4883,230.405,0.3733983,2.423357,0.9048774,0.01800357,1177.41002251547
677,52606,244,0.1170413,344.54174,-1.254503,538.4701,-11.80572,537.0812,293.2922,0.9974207,1.835951,1.831216,0.05099541,1177.41002251547
414,51869,260,0.2131841,51.119909,-0.77049767,252.0768,-12.57257,143.1332,119.9227,0.5678159,2.101994,1.193546,0.08512527,1177.41002251547
1212,52703,294,0.2467206,135.65409,35.506491,336.9126,-26.39236,35.20303,128.1481,0.1044871,2.629089,0.2747059,0.02927962,1177.41002251547
1431,52992,601,0.1399364,160.90436,45.60627,376.1084,-13.34354,145.6682,180.5327,0.3873038,2.083326,0.8068801,0.01953156,1177.41002251547
1763,53463,174,0.2859516,179.59279,14.529644,248.9043,-8.426662,1225.813,126.7795,4.924835,1.963285,9.668857,0.03050134,1177.41002251547
1764,53467,278,0.2585482,180.68119,14.624781,165.6594,-15.04154,196.1425,75.80461,1.184011,2.185347,2.587475,0.02828304,1177.41002251547
1591,52976,496,0.1798965,137.48452,31.886646,451.475,-20.2148,230.2845,196.5986,0.5100715,2.296431,1.171344,0.0184107,1177.41002251547
1649,53149,470,0.1036019,228.82735,31.493765,263.7943,-9.763834,211.645,97.49022,0.8023109,2.705854,2.170936,0.01531177,1177.41002251547
1650,53174,545,0.2739726,231.11947,30.543761,2162.26,-20.77978,504.522,952.2321,0.2333309,2.270727,0.5298309,0.01595197,1177.41002251547
1652,53555,531,0.2278717,233.29751,29.598719,331.3678,-27.1285,152.7767,152.4465,0.4610486,2.173666,1.002166,0.02461407,1177.41002251547
1938,53379,198,0.1449299,139.73337,30.283018,314.332,-17.54083,228.4115,155.2294,0.7266568,2.024951,1.471444,0.01681412,1177.41002251547
1941,53386,185,0.1611473,142.11785,31.197996,550.7587,-17.95977,1002.232,304.3898,1.819729,1.809386,3.292593,0.01825661,1177.41002251547
2000,53495,383,0.2952101,189.38265,38.556834,199.1246,-21.5952,67.17816,86.83936,0.3373675,2.293022,0.7735912,0.01218074,1177.41002251547
2129,54252,18,0.113312,215.62643,29.873393,562.6619,-6.973993,2380.908,299.6353,4.231507,1.877823,7.94602,0.019313,1108.87446836552
2133,53917,43,0.255357,217.87338,29.286588,370.9969,-9.564633,592.4625,191.195,1.596947,1.940411,3.098734,0.01448968,1177.41002251547
2129,54252,464,0.2299678,214.9568,31.315621,714.9331,-26.57841,383.3627,338.9471,0.5362217,2.109276,1.13104,0.01237616,1177.41002251547
2969,54586,507,0.1681009,245.11946,18.327113,668.8373,-28.26853,635.5089,271.7746,0.9501696,2.461,2.338367,0.0364863,1177.41002251547
2970,54589,292,0.1247105,245.30997,18.330486,1036.014,-16.02054,595.5297,498.9106,0.5748281,2.076551,1.19366,0.03502787,1177.41002251547
411,51817,413,0.07463476,45.434175,1.2585705,689.8768,-8.356112,954.6655,291.032,1.38382,2.37045,3.280277,0.08203731,1177.41002251547
2283,53729,354,0.1819713,133.34352,18.78722,419.4316,-27.61253,366.2634,164.8384,0.8732376,2.544502,2.221954,0.01874631,1177.41002251547
2229,53823,484,0.1674174,183.07187,28.063892,759.5152,-10.45688,307.9158,464.8255,0.4054109,1.633979,0.662433,0.01843959,1177.41002251547
